fight_id,A_hp,A_ac,A_attack_bonus,A_speed,A_dmg_main,A_dmg_backup,B_hp,B_ac,B_attack_bonus,B_speed,B_dmg_main,B_dmg_backup,starting_distance,winner
20,31,14,7,3,1d12+4,1d6+4,45,17,7,4,1d12+4,1d8+4,10.0,A
21,49,16,7,3,1d10+4,1d8+4,46,16,7,5,1d12+4,1d8+4,0.0,A
22,46,17,7,3,1d12+4,1d6+4,31,17,7,4,1d8+4,1d6+4,8.0,A
23,31,16,7,5,1d8+4,1d6+4,50,16,7,3,1d12+4,1d8+4,2.0,B
24,41,17,7,5,1d12+4,1d8+4,34,16,7,4,1d12+4,1d6+4,7.0,B
25,38,18,7,3,1d8+4,1d6+4,37,17,7,4,1d10+4,1d8+4,0.0,B
26,46,14,7,3,1d10+4,1d8+4,46,15,7,4,1d12+4,1d8+4,6.0,B
27,35,17,7,5,1d10+4,1d8+4,35,17,7,5,1d12+4,1d8+4,2.0,B
28,34,15,7,5,1d10+4,1d8+4,43,18,7,3,1d12+4,1d6+4,9.0,B
29,36,16,7,4,1d12+4,1d6+4,50,17,7,5,1d12+4,1d6+4,6.0,A
30,31,14,7,3,1d10+4,1d8+4,33,17,7,3,1d12+4,1d6+4,4.0,A
31,49,18,7,3,1d8+4,1d6+4,39,17,7,3,1d8+4,1d6+4,9.0,A
32,35,17,7,4,1d10+4,1d8+4,44,17,7,4,1d10+4,1d6+4,8.0,A
33,49,17,7,3,1d12+4,1d6+4,30,16,7,3,1d12+4,1d6+4,4.0,A
34,39,16,7,3,1d12+4,1d6+4,37,16,7,5,1d12+4,1d6+4,6.0,A
35,39,14,7,5,1d12+4,1d8+4,43,15,7,5,1d8+4,1d6+4,6.0,B
36,36,15,7,5,1d8+4,1d8+4,37,16,7,3,1d10+4,1d8+4,5.0,A
37,43,14,7,3,1d12+4,1d8+4,40,15,7,3,1d10+4,1d6+4,5.0,A
38,41,14,7,3,1d8+4,1d8+4,35,16,7,5,1d10+4,1d8+4,0.0,B
39,30,15,7,3,1d8+4,1d6+4,47,15,7,5,1d8+4,1d8+4,2.0,B
40,37,15,7,5,1d12+4,1d6+4,47,15,7,3,1d8+4,1d6+4,4.0,A
41,40,17,7,4,1d8+4,1d6+4,33,14,7,3,1d8+4,1d6+4,5.0,A
42,32,15,7,3,1d8+4,1d8+4,36,18,7,3,1d12+4,1d6+4,5.0,B
43,50,14,7,4,1d12+4,1d6+4,39,15,7,5,1d8+4,1d6+4,8.0,A
44,41,16,7,3,1d12+4,1d8+4,41,16,7,4,1d8+4,1d6+4,1.0,B
45,50,18,7,3,1d8+4,1d8+4,38,18,7,3,1d8+4,1d6+4,9.0,A
46,36,18,7,5,1d12+4,1d6+4,40,15,7,5,1d8+4,1d8+4,0.0,B
47,31,18,7,4,1d12+4,1d6+4,50,18,7,4,1d10+4,1d8+4,5.0,A
48,33,17,7,3,1d10+4,1d8+4,46,18,7,3,1d10+4,1d8+4,6.0,B
49,34,15,7,4,1d10+4,1d8+4,50,14,7,5,1d12+4,1d6+4,1.0,B
50,32,16,7,3,1d10+4,1d8+4,34,18,7,3,1d12+4,1d6+4,2.0,A
51,49,16,7,3,1d12+4,1d6+4,47,18,7,3,1d12+4,1d8+4,7.0,A
52,48,14,7,4,1d8+4,1d6+4,43,18,7,3,1d12+4,1d8+4,5.0,B
53,46,18,7,3,1d8+4,1d6+4,44,15,7,4,1d10+4,1d8+4,3.0,A
54,49,14,7,5,1d12+4,1d6+4,34,15,7,3,1d10+4,1d6+4,1.0,B
55,48,16,7,4,1d12+4,1d8+4,48,14,7,5,1d12+4,1d8+4,7.0,B
56,39,17,7,4,1d12+4,1d8+4,42,18,7,3,1d12+4,1d6+4,3.0,A
57,32,14,7,5,1d10+4,1d8+4,34,16,7,3,1d12+4,1d8+4,0.0,B
58,35,15,7,3,1d8+4,1d6+4,47,18,7,3,1d12+4,1d6+4,9.0,B
59,42,17,7,4,1d8+4,1d6+4,41,17,7,4,1d10+4,1d8+4,5.0,A
60,50,15,7,4,1d12+4,1d8+4,36,18,7,5,1d12+4,1d8+4,3.0,A
61,39,16,7,5,1d8+4,1d8+4,43,16,7,4,1d10+4,1d8+4,2.0,B
62,40,18,7,3,1d12+4,1d8+4,37,14,7,5,1d8+4,1d6+4,3.0,A
63,38,14,7,3,1d12+4,1d6+4,48,17,7,5,1d12+4,1d6+4,4.0,B
64,40,15,7,3,1d10+4,1d6+4,31,18,7,3,1d12+4,1d6+4,6.0,B
65,33,14,7,5,1d8+4,1d8+4,50,17,7,5,1d10+4,1d6+4,9.0,A
66,48,17,7,4,1d10+4,1d6+4,50,17,7,4,1d8+4,1d6+4,1.0,B
67,31,18,7,5,1d10+4,1d8+4,47,14,7,5,1d12+4,1d8+4,8.0,B
68,34,18,7,4,1d8+4,1d8+4,32,17,7,3,1d8+4,1d6+4,7.0,A
69,47,14,7,4,1d8+4,1d8+4,39,16,7,3,1d10+4,1d8+4,2.0,A
70,35,15,7,4,1d8+4,1d6+4,48,18,7,4,1d10+4,1d8+4,1.0,B
71,34,16,7,5,1d8+4,1d6+4,36,14,7,3,1d10+4,1d6+4,3.0,A
72,31,15,7,5,1d12+4,1d6+4,36,17,7,5,1d10+4,1d6+4,3.0,B
73,45,18,7,5,1d8+4,1d6+4,34,14,7,5,1d8+4,1d8+4,2.0,A
74,49,17,7,3,1d12+4,1d6+4,43,16,7,3,1d8+4,1d8+4,10.0,A
75,44,17,7,3,1d12+4,1d8+4,35,17,7,3,1d10+4,1d6+4,4.0,A
76,34,18,7,4,1d12+4,1d6+4,34,18,7,5,1d10+4,1d8+4,10.0,B
77,48,14,7,4,1d10+4,1d8+4,46,18,7,5,1d8+4,1d6+4,2.0,B
78,48,18,7,4,1d12+4,1d6+4,48,18,7,3,1d8+4,1d6+4,10.0,A
79,48,18,7,5,1d12+4,1d8+4,34,14,7,5,1d8+4,1d8+4,3.0,A
80,34,15,7,4,1d8+4,1d8+4,44,15,7,5,1d10+4,1d8+4,7.0,B
81,38,14,7,3,1d8+4,1d6+4,42,18,7,5,1d10+4,1d8+4,3.0,A
82,42,18,7,4,1d8+4,1d8+4,32,17,7,3,1d10+4,1d6+4,4.0,B
83,32,16,7,4,1d8+4,1d6+4,31,17,7,4,1d8+4,1d8+4,8.0,B
84,37,14,7,5,1d12+4,1d6+4,34,15,7,4,1d8+4,1d6+4,4.0,B
85,35,14,7,3,1d12+4,1d8+4,45,16,7,4,1d8+4,1d8+4,7.0,B
86,35,14,7,5,1d8+4,1d6+4,45,14,7,4,1d8+4,1d8+4,1.0,A
87,30,16,7,4,1d8+4,1d6+4,34,17,7,4,1d10+4,1d8+4,6.0,A
88,39,18,7,5,1d12+4,1d8+4,40,16,7,5,1d12+4,1d6+4,8.0,B
89,39,17,7,5,1d10+4,1d8+4,42,17,7,4,1d10+4,1d8+4,4.0,B
90,44,17,7,5,1d10+4,1d8+4,45,16,7,5,1d8+4,1d8+4,8.0,B
91,45,15,7,4,1d12+4,1d6+4,48,18,7,3,1d12+4,1d6+4,8.0,B
92,39,16,7,5,1d8+4,1d8+4,45,16,7,4,1d12+4,1d8+4,6.0,A
93,31,18,7,5,1d8+4,1d8+4,45,15,7,3,1d12+4,1d8+4,1.0,A
94,50,18,7,5,1d10+4,1d8+4,45,17,7,5,1d12+4,1d6+4,2.0,B
95,45,14,7,5,1d8+4,1d6+4,37,14,7,5,1d10+4,1d6+4,6.0,A
96,46,17,7,5,1d10+4,1d8+4,40,17,7,3,1d10+4,1d6+4,1.0,A
97,36,14,7,5,1d10+4,1d8+4,42,14,7,4,1d12+4,1d6+4,8.0,B
98,39,17,7,3,1d8+4,1d6+4,47,18,7,4,1d10+4,1d8+4,1.0,A
99,33,17,7,5,1d10+4,1d6+4,42,16,7,3,1d8+4,1d6+4,7.0,A
100,40,16,7,3,1d8+4,1d8+4,46,16,7,4,1d10+4,1d8+4,7.0,B
101,50,17,7,3,1d10+4,1d8+4,48,17,7,5,1d12+4,1d6+4,5.0,B
102,48,17,7,4,1d10+4,1d8+4,48,14,7,4,1d8+4,1d8+4,1.0,A
103,43,18,7,5,1d8+4,1d8+4,31,18,7,3,1d10+4,1d6+4,5.0,B
104,38,18,7,4,1d8+4,1d8+4,33,14,7,3,1d10+4,1d8+4,7.0,A
105,36,18,7,5,1d8+4,1d6+4,50,18,7,3,1d12+4,1d6+4,6.0,A
106,31,14,7,3,1d8+4,1d6+4,50,18,7,5,1d10+4,1d8+4,3.0,B
107,30,17,7,3,1d12+4,1d8+4,36,16,7,5,1d12+4,1d8+4,9.0,A
108,48,17,7,4,1d8+4,1d6+4,49,16,7,3,1d8+4,1d6+4,2.0,A
109,45,15,7,5,1d12+4,1d6+4,31,16,7,4,1d10+4,1d8+4,2.0,B
110,30,14,7,3,1d10+4,1d6+4,43,18,7,4,1d8+4,1d6+4,0.0,B
111,41,14,7,5,1d12+4,1d8+4,34,17,7,4,1d12+4,1d6+4,1.0,B
112,40,16,7,3,1d12+4,1d6+4,35,18,7,3,1d12+4,1d6+4,10.0,B
113,31,17,7,3,1d12+4,1d6+4,36,17,7,4,1d8+4,1d8+4,1.0,B
114,43,15,7,4,1d12+4,1d8+4,35,14,7,3,1d12+4,1d6+4,2.0,A
115,33,17,7,5,1d10+4,1d6+4,39,16,7,4,1d10+4,1d8+4,4.0,B
116,31,16,7,5,1d8+4,1d6+4,49,16,7,5,1d10+4,1d6+4,9.0,A
117,36,15,7,3,1d10+4,1d8+4,44,18,7,4,1d8+4,1d6+4,9.0,A
118,30,18,7,5,1d8+4,1d6+4,34,15,7,3,1d8+4,1d6+4,4.0,B
119,43,14,7,5,1d8+4,1d8+4,45,17,7,5,1d8+4,1d6+4,2.0,B
120,37,17,7,4,1d12+4,1d6+4,40,17,7,4,1d12+4,1d6+4,1.0,B
121,41,14,7,5,1d8+4,1d8+4,30,17,7,4,1d8+4,1d8+4,1.0,A
122,30,17,7,4,1d10+4,1d8+4,45,18,7,5,1d10+4,1d8+4,2.0,B
123,40,15,7,4,1d8+4,1d6+4,33,14,7,3,1d8+4,1d6+4,3.0,A
124,38,14,7,5,1d8+4,1d8+4,38,17,7,3,1d12+4,1d6+4,2.0,B
125,50,18,7,4,1d12+4,1d8+4,32,15,7,4,1d12+4,1d6+4,3.0,A
126,32,14,7,3,1d12+4,1d8+4,30,17,7,5,1d8+4,1d8+4,7.0,B
127,43,18,7,4,1d12+4,1d6+4,36,14,7,5,1d10+4,1d6+4,7.0,A
128,35,15,7,4,1d12+4,1d8+4,38,17,7,5,1d8+4,1d6+4,0.0,B
129,30,17,7,3,1d8+4,1d6+4,36,16,7,5,1d10+4,1d6+4,2.0,A
130,45,14,7,3,1d8+4,1d8+4,37,18,7,5,1d12+4,1d6+4,4.0,A
131,36,16,7,4,1d10+4,1d6+4,50,16,7,5,1d12+4,1d8+4,5.0,B
132,43,14,7,3,1d12+4,1d6+4,43,16,7,5,1d12+4,1d6+4,5.0,B
133,40,14,7,5,1d12+4,1d6+4,41,14,7,5,1d12+4,1d8+4,3.0,B
134,34,14,7,5,1d8+4,1d6+4,37,18,7,5,1d10+4,1d6+4,2.0,B
135,45,14,7,5,1d12+4,1d6+4,35,16,7,4,1d10+4,1d6+4,9.0,A
136,30,16,7,3,1d10+4,1d8+4,32,18,7,4,1d12+4,1d6+4,2.0,B
137,37,14,7,4,1d12+4,1d6+4,38,17,7,3,1d8+4,1d8+4,1.0,A
138,32,15,7,5,1d8+4,1d8+4,50,14,7,3,1d8+4,1d8+4,9.0,A
139,46,17,7,3,1d12+4,1d8+4,41,16,7,5,1d12+4,1d8+4,6.0,A
140,41,16,7,5,1d8+4,1d8+4,46,17,7,4,1d10+4,1d6+4,4.0,B
141,35,15,7,3,1d12+4,1d8+4,38,14,7,4,1d12+4,1d8+4,4.0,A
142,33,17,7,3,1d12+4,1d6+4,31,15,7,5,1d8+4,1d6+4,1.0,A
143,42,15,7,5,1d10+4,1d8+4,43,15,7,3,1d10+4,1d8+4,2.0,A
144,34,16,7,3,1d10+4,1d6+4,39,18,7,5,1d10+4,1d6+4,1.0,A
145,43,15,7,4,1d10+4,1d8+4,40,17,7,5,1d10+4,1d6+4,6.0,A
146,41,14,7,3,1d10+4,1d6+4,44,15,7,3,1d8+4,1d6+4,4.0,A
147,46,15,7,5,1d10+4,1d6+4,38,16,7,4,1d12+4,1d8+4,5.0,A
148,35,18,7,4,1d10+4,1d8+4,47,16,7,3,1d10+4,1d8+4,8.0,A
149,30,15,7,3,1d8+4,1d6+4,46,15,7,4,1d10+4,1d6+4,9.0,B
150,33,17,7,5,1d10+4,1d6+4,43,18,7,5,1d8+4,1d8+4,8.0,B
151,36,15,7,3,1d8+4,1d6+4,44,17,7,4,1d10+4,1d6+4,2.0,B
152,32,18,7,5,1d8+4,1d6+4,37,17,7,5,1d10+4,1d6+4,10.0,A
153,38,18,7,4,1d12+4,1d6+4,49,16,7,5,1d10+4,1d8+4,0.0,A
154,41,17,7,3,1d12+4,1d8+4,32,17,7,3,1d12+4,1d8+4,10.0,A
155,33,16,7,4,1d12+4,1d6+4,36,17,7,3,1d10+4,1d8+4,1.0,B
156,39,18,7,5,1d8+4,1d6+4,37,16,7,3,1d8+4,1d8+4,6.0,A
157,47,17,7,4,1d10+4,1d8+4,49,16,7,3,1d12+4,1d6+4,0.0,A
158,39,17,7,3,1d10+4,1d6+4,32,18,7,4,1d10+4,1d6+4,5.0,B
159,46,16,7,5,1d10+4,1d8+4,45,14,7,5,1d10+4,1d6+4,1.0,A
160,43,16,7,5,1d12+4,1d8+4,38,17,7,3,1d10+4,1d8+4,4.0,B
161,46,15,7,3,1d10+4,1d8+4,30,14,7,4,1d8+4,1d6+4,9.0,B
162,38,14,7,4,1d8+4,1d6+4,50,16,7,5,1d8+4,1d6+4,1.0,B
163,36,15,7,4,1d10+4,1d6+4,49,15,7,5,1d8+4,1d8+4,0.0,A
164,38,15,7,3,1d12+4,1d6+4,47,16,7,4,1d8+4,1d6+4,0.0,A
165,44,14,7,5,1d12+4,1d6+4,36,18,7,5,1d10+4,1d8+4,5.0,A
166,42,16,7,5,1d10+4,1d8+4,38,16,7,5,1d8+4,1d6+4,7.0,B
167,33,14,7,5,1d10+4,1d8+4,44,14,7,3,1d8+4,1d6+4,3.0,B
168,50,15,7,4,1d8+4,1d6+4,40,18,7,4,1d10+4,1d8+4,4.0,B
169,48,15,7,5,1d12+4,1d8+4,35,18,7,5,1d12+4,1d8+4,0.0,A
170,37,16,7,5,1d8+4,1d6+4,43,15,7,4,1d10+4,1d8+4,3.0,B
171,40,16,7,5,1d10+4,1d6+4,31,16,7,4,1d8+4,1d8+4,9.0,B
172,33,17,7,3,1d8+4,1d8+4,30,17,7,5,1d10+4,1d8+4,7.0,A
173,40,16,7,5,1d10+4,1d6+4,34,14,7,4,1d8+4,1d6+4,5.0,A
174,36,15,7,5,1d8+4,1d6+4,50,18,7,4,1d8+4,1d6+4,8.0,A
175,31,18,7,3,1d10+4,1d6+4,46,16,7,3,1d12+4,1d6+4,0.0,A
176,31,18,7,4,1d10+4,1d8+4,31,15,7,5,1d10+4,1d8+4,0.0,A
177,40,14,7,5,1d10+4,1d8+4,48,18,7,4,1d12+4,1d6+4,6.0,A
178,45,14,7,3,1d10+4,1d8+4,49,15,7,5,1d10+4,1d8+4,7.0,A
179,30,16,7,3,1d10+4,1d8+4,45,17,7,5,1d8+4,1d6+4,8.0,A
180,30,14,7,5,1d8+4,1d6+4,49,14,7,4,1d8+4,1d6+4,7.0,B
181,33,17,7,5,1d12+4,1d6+4,37,14,7,4,1d12+4,1d8+4,4.0,B
182,45,17,7,4,1d8+4,1d6+4,47,14,7,5,1d12+4,1d8+4,5.0,B
183,34,18,7,4,1d10+4,1d8+4,39,17,7,4,1d10+4,1d8+4,7.0,A
184,50,18,7,3,1d8+4,1d8+4,36,14,7,4,1d8+4,1d8+4,6.0,A
185,44,18,7,5,1d12+4,1d8+4,45,17,7,5,1d12+4,1d6+4,0.0,A
186,41,15,7,5,1d10+4,1d8+4,42,18,7,4,1d8+4,1d6+4,3.0,A
187,40,14,7,5,1d12+4,1d6+4,43,18,7,3,1d12+4,1d8+4,7.0,A
188,45,15,7,5,1d8+4,1d6+4,38,16,7,3,1d12+4,1d8+4,10.0,A
189,41,18,7,4,1d10+4,1d8+4,37,17,7,3,1d12+4,1d6+4,9.0,A
190,38,16,7,3,1d8+4,1d6+4,43,17,7,5,1d10+4,1d8+4,3.0,B
191,46,17,7,5,1d12+4,1d8+4,42,18,7,5,1d12+4,1d8+4,8.0,B
192,40,17,7,4,1d8+4,1d6+4,43,17,7,4,1d12+4,1d6+4,9.0,B
193,47,14,7,4,1d10+4,1d6+4,41,15,7,5,1d12+4,1d8+4,8.0,A
194,33,14,7,3,1d10+4,1d8+4,46,15,7,3,1d10+4,1d6+4,0.0,A
195,42,17,7,4,1d10+4,1d6+4,34,14,7,5,1d8+4,1d8+4,5.0,A
196,33,17,7,4,1d8+4,1d6+4,47,16,7,4,1d12+4,1d8+4,4.0,B
197,31,18,7,4,1d12+4,1d8+4,42,16,7,4,1d12+4,1d8+4,9.0,B
198,45,15,7,5,1d12+4,1d8+4,45,14,7,4,1d8+4,1d6+4,5.0,B
199,48,16,7,3,1d10+4,1d6+4,33,16,7,3,1d10+4,1d8+4,2.0,B
200,46,17,7,3,1d12+4,1d6+4,35,18,7,4,1d12+4,1d6+4,6.0,A
201,45,16,7,4,1d10+4,1d6+4,48,17,7,5,1d10+4,1d8+4,7.0,A
202,39,18,7,4,1d12+4,1d8+4,33,14,7,4,1d10+4,1d6+4,2.0,A
203,40,15,7,4,1d8+4,1d8+4,39,18,7,4,1d12+4,1d8+4,0.0,B
204,31,16,7,4,1d10+4,1d8+4,43,14,7,5,1d8+4,1d6+4,1.0,B
205,44,14,7,4,1d8+4,1d8+4,32,16,7,4,1d12+4,1d6+4,9.0,B
206,49,14,7,5,1d10+4,1d6+4,46,17,7,3,1d10+4,1d8+4,8.0,A
207,38,15,7,4,1d10+4,1d8+4,35,17,7,4,1d12+4,1d6+4,3.0,B
208,35,15,7,4,1d8+4,1d6+4,37,14,7,4,1d10+4,1d6+4,8.0,A
209,46,16,7,5,1d10+4,1d8+4,42,16,7,4,1d10+4,1d6+4,10.0,B
210,36,15,7,4,1d12+4,1d8+4,34,17,7,3,1d12+4,1d8+4,6.0,A
211,31,16,7,4,1d12+4,1d8+4,35,14,7,4,1d12+4,1d6+4,10.0,B
212,49,14,7,4,1d12+4,1d6+4,44,17,7,5,1d10+4,1d8+4,9.0,B
213,35,15,7,4,1d8+4,1d6+4,34,15,7,4,1d12+4,1d8+4,8.0,B
214,41,15,7,3,1d10+4,1d6+4,45,15,7,3,1d10+4,1d8+4,10.0,B
215,35,18,7,4,1d10+4,1d6+4,36,15,7,5,1d8+4,1d6+4,1.0,B
216,46,15,7,3,1d8+4,1d8+4,31,15,7,4,1d10+4,1d6+4,2.0,A
217,47,14,7,5,1d12+4,1d6+4,30,16,7,4,1d8+4,1d6+4,3.0,B
218,43,16,7,3,1d12+4,1d6+4,47,14,7,5,1d10+4,1d6+4,2.0,B
219,34,14,7,3,1d8+4,1d8+4,44,18,7,4,1d10+4,1d8+4,2.0,B
220,44,16,7,5,1d12+4,1d6+4,38,14,7,4,1d8+4,1d6+4,0.0,A
221,47,15,7,5,1d8+4,1d6+4,38,16,7,5,1d12+4,1d6+4,8.0,A
222,45,17,7,4,1d12+4,1d6+4,47,14,7,5,1d10+4,1d8+4,2.0,A
223,32,18,7,3,1d10+4,1d8+4,32,17,7,3,1d8+4,1d8+4,0.0,A
224,48,16,7,3,1d10+4,1d8+4,44,15,7,4,1d10+4,1d8+4,10.0,B
225,30,18,7,3,1d8+4,1d6+4,46,15,7,4,1d10+4,1d6+4,8.0,A
226,30,18,7,3,1d12+4,1d8+4,41,14,7,5,1d8+4,1d6+4,2.0,A
227,36,15,7,3,1d12+4,1d8+4,41,16,7,4,1d10+4,1d6+4,0.0,B
228,47,16,7,3,1d10+4,1d8+4,39,16,7,5,1d8+4,1d8+4,1.0,A
229,49,15,7,4,1d10+4,1d6+4,44,18,7,5,1d10+4,1d8+4,2.0,A
230,35,17,7,5,1d10+4,1d6+4,50,16,7,5,1d12+4,1d8+4,3.0,B
231,48,15,7,3,1d8+4,1d6+4,47,14,7,5,1d10+4,1d6+4,5.0,A
232,42,18,7,3,1d12+4,1d8+4,39,15,7,3,1d10+4,1d6+4,8.0,B
233,33,14,7,4,1d10+4,1d6+4,44,16,7,4,1d8+4,1d6+4,5.0,B
234,49,14,7,5,1d12+4,1d6+4,30,17,7,3,1d12+4,1d8+4,5.0,B
235,36,18,7,3,1d8+4,1d8+4,41,18,7,4,1d8+4,1d6+4,10.0,B
236,46,15,7,3,1d8+4,1d6+4,39,16,7,4,1d12+4,1d6+4,1.0,A
237,49,18,7,4,1d12+4,1d8+4,38,16,7,5,1d10+4,1d6+4,0.0,A
238,39,17,7,3,1d10+4,1d8+4,42,18,7,5,1d8+4,1d6+4,0.0,B
239,33,15,7,3,1d8+4,1d8+4,43,14,7,5,1d10+4,1d8+4,9.0,A
240,38,14,7,5,1d10+4,1d6+4,45,17,7,5,1d10+4,1d8+4,9.0,B
241,34,14,7,5,1d10+4,1d6+4,45,15,7,5,1d10+4,1d6+4,10.0,B
242,49,18,7,4,1d10+4,1d8+4,47,17,7,5,1d12+4,1d8+4,2.0,B
243,37,15,7,4,1d12+4,1d6+4,50,14,7,4,1d12+4,1d6+4,5.0,A
244,34,16,7,5,1d10+4,1d8+4,43,18,7,5,1d8+4,1d8+4,5.0,A
245,49,17,7,3,1d12+4,1d8+4,38,14,7,5,1d8+4,1d6+4,9.0,A
246,39,15,7,5,1d12+4,1d6+4,50,16,7,5,1d12+4,1d8+4,9.0,B
247,38,14,7,5,1d10+4,1d8+4,45,16,7,3,1d8+4,1d8+4,4.0,A
248,35,15,7,3,1d8+4,1d8+4,35,15,7,3,1d10+4,1d8+4,1.0,A
249,45,18,7,3,1d12+4,1d8+4,46,15,7,5,1d8+4,1d8+4,4.0,A
250,33,16,7,3,1d12+4,1d8+4,41,14,7,5,1d12+4,1d6+4,5.0,B
251,49,14,7,3,1d8+4,1d6+4,45,16,7,5,1d10+4,1d8+4,1.0,A
252,40,16,7,5,1d12+4,1d8+4,33,17,7,5,1d8+4,1d8+4,4.0,A
253,34,15,7,4,1d12+4,1d8+4,39,18,7,3,1d10+4,1d6+4,3.0,B
254,30,18,7,4,1d8+4,1d8+4,37,16,7,4,1d12+4,1d6+4,10.0,A
255,45,18,7,4,1d8+4,1d8+4,44,18,7,5,1d8+4,1d8+4,1.0,A
256,34,15,7,3,1d8+4,1d8+4,44,16,7,3,1d8+4,1d8+4,9.0,A
257,48,15,7,3,1d12+4,1d8+4,37,16,7,4,1d12+4,1d6+4,5.0,A
258,34,18,7,3,1d12+4,1d8+4,32,18,7,3,1d12+4,1d6+4,0.0,A
259,42,15,7,4,1d12+4,1d8+4,33,16,7,3,1d8+4,1d6+4,2.0,A
260,31,17,7,5,1d12+4,1d6+4,32,16,7,5,1d10+4,1d6+4,3.0,B
261,40,18,7,3,1d8+4,1d8+4,37,15,7,3,1d10+4,1d8+4,5.0,A
262,49,14,7,4,1d12+4,1d8+4,34,16,7,5,1d10+4,1d8+4,10.0,A
263,47,15,7,3,1d12+4,1d8+4,50,16,7,3,1d10+4,1d8+4,2.0,A
264,32,18,7,5,1d10+4,1d6+4,36,15,7,3,1d8+4,1d6+4,5.0,B
265,48,14,7,4,1d8+4,1d8+4,41,16,7,3,1d12+4,1d8+4,1.0,A
266,44,15,7,3,1d8+4,1d8+4,37,16,7,5,1d12+4,1d6+4,9.0,A
267,41,14,7,3,1d12+4,1d6+4,35,17,7,5,1d10+4,1d6+4,3.0,A
268,47,15,7,5,1d10+4,1d6+4,48,17,7,4,1d12+4,1d6+4,8.0,A
269,39,16,7,5,1d10+4,1d8+4,47,17,7,3,1d10+4,1d8+4,5.0,A
270,37,18,7,3,1d12+4,1d8+4,39,15,7,3,1d10+4,1d8+4,10.0,B
271,35,15,7,4,1d10+4,1d6+4,49,17,7,5,1d10+4,1d8+4,0.0,B
272,40,14,7,5,1d10+4,1d8+4,50,18,7,4,1d12+4,1d6+4,5.0,B
273,44,15,7,5,1d8+4,1d8+4,46,18,7,4,1d12+4,1d6+4,3.0,B
274,30,15,7,5,1d10+4,1d6+4,50,18,7,3,1d12+4,1d6+4,1.0,A
275,41,14,7,3,1d8+4,1d6+4,31,18,7,4,1d12+4,1d8+4,4.0,B
276,32,14,7,5,1d8+4,1d8+4,47,14,7,5,1d10+4,1d6+4,2.0,B
277,32,14,7,3,1d12+4,1d6+4,50,17,7,4,1d12+4,1d8+4,5.0,B
278,45,16,7,4,1d12+4,1d6+4,46,18,7,4,1d10+4,1d6+4,10.0,A
279,31,18,7,4,1d12+4,1d6+4,32,16,7,3,1d8+4,1d8+4,7.0,B
280,49,15,7,3,1d8+4,1d8+4,45,18,7,4,1d8+4,1d8+4,6.0,A
281,37,16,7,3,1d10+4,1d8+4,30,16,7,3,1d10+4,1d6+4,4.0,A
282,35,17,7,3,1d12+4,1d8+4,48,15,7,5,1d12+4,1d8+4,0.0,A
283,37,17,7,4,1d12+4,1d6+4,49,16,7,5,1d8+4,1d6+4,0.0,A
284,33,18,7,3,1d10+4,1d8+4,33,17,7,5,1d12+4,1d6+4,10.0,A
285,39,14,7,5,1d12+4,1d8+4,39,18,7,5,1d8+4,1d6+4,4.0,B
286,31,14,7,3,1d8+4,1d8+4,34,14,7,5,1d8+4,1d8+4,7.0,B
287,32,14,7,3,1d8+4,1d6+4,32,18,7,5,1d12+4,1d8+4,7.0,A
