fight_id,A_hp,A_ac,A_attack_bonus,A_speed,A_dmg_main,A_dmg_backup,B_hp,B_ac,B_attack_bonus,B_speed,B_dmg_main,B_dmg_backup,starting_distance,winner
54,36,18,8,4,1d10+4,1d8+4,32,18,7,3,1d8+4,1d8+4,5.0,A
55,40,14,8,4,1d12+4,1d8+4,37,18,7,5,1d10+4,1d6+4,6.0,B
56,41,17,5,5,1d10+4,1d8+4,32,18,5,5,1d10+4,1d8+4,4.0,A
57,36,14,8,4,1d10+4,1d8+4,31,14,5,4,1d10+4,1d6+4,0.0,A
58,40,17,7,4,1d12+4,1d8+4,42,17,6,5,1d8+4,1d8+4,0.0,A
59,41,14,8,3,1d10+4,1d8+4,48,16,8,4,1d12+4,1d6+4,3.0,B
60,41,15,6,5,1d8+4,1d6+4,42,18,6,4,1d10+4,1d6+4,1.0,B
61,46,17,8,3,1d12+4,1d8+4,34,18,6,3,1d8+4,1d8+4,10.0,B
62,30,14,7,5,1d8+4,1d6+4,44,17,8,4,1d10+4,1d6+4,9.0,B
63,38,17,8,5,1d8+4,1d6+4,32,15,7,5,1d10+4,1d8+4,0.0,B
64,40,15,8,5,1d10+4,1d6+4,34,14,7,3,1d12+4,1d8+4,0.0,A
65,39,16,8,3,1d8+4,1d6+4,32,15,5,4,1d12+4,1d6+4,8.0,A
66,32,15,6,3,1d10+4,1d6+4,42,16,8,4,1d12+4,1d6+4,1.0,B
67,43,17,6,3,1d12+4,1d8+4,31,17,7,4,1d10+4,1d6+4,3.0,A
68,41,16,6,5,1d8+4,1d6+4,39,14,6,5,1d10+4,1d8+4,8.0,A
69,32,16,5,4,1d10+4,1d8+4,36,16,5,4,1d8+4,1d6+4,3.0,B
70,48,16,6,5,1d12+4,1d8+4,42,14,7,5,1d10+4,1d8+4,5.0,A
71,42,16,7,5,1d10+4,1d8+4,33,14,6,5,1d12+4,1d6+4,8.0,B
72,32,15,6,3,1d8+4,1d8+4,34,18,8,4,1d8+4,1d6+4,3.0,B
73,40,15,6,4,1d10+4,1d8+4,50,15,7,4,1d10+4,1d6+4,4.0,A
74,34,14,6,3,1d10+4,1d6+4,30,18,7,3,1d10+4,1d8+4,0.0,B
75,43,16,5,4,1d10+4,1d8+4,37,14,8,4,1d12+4,1d6+4,2.0,A
76,41,17,6,3,1d12+4,1d6+4,38,14,5,5,1d10+4,1d8+4,5.0,A
77,34,18,7,3,1d8+4,1d6+4,30,15,8,5,1d12+4,1d8+4,8.0,B
78,50,18,7,3,1d12+4,1d8+4,50,16,5,5,1d8+4,1d8+4,8.0,B
79,39,15,7,4,1d8+4,1d6+4,35,16,8,5,1d8+4,1d8+4,5.0,A
80,37,18,7,4,1d8+4,1d6+4,37,16,5,4,1d12+4,1d6+4,4.0,A
81,36,14,5,3,1d12+4,1d6+4,34,17,5,4,1d8+4,1d6+4,7.0,B
82,32,16,8,5,1d8+4,1d6+4,32,14,8,3,1d12+4,1d8+4,5.0,B
83,30,18,5,3,1d10+4,1d8+4,42,16,6,4,1d10+4,1d6+4,4.0,B
84,33,14,5,5,1d10+4,1d8+4,45,18,7,4,1d12+4,1d8+4,3.0,B
85,49,15,8,5,1d8+4,1d6+4,33,18,7,4,1d12+4,1d6+4,1.0,A
86,36,18,7,3,1d8+4,1d8+4,41,17,5,5,1d8+4,1d6+4,0.0,A
87,44,15,5,3,1d12+4,1d8+4,45,16,8,3,1d10+4,1d8+4,2.0,B
88,32,18,6,4,1d10+4,1d8+4,31,18,5,5,1d8+4,1d6+4,7.0,A
89,49,15,5,5,1d8+4,1d8+4,42,16,6,3,1d12+4,1d8+4,5.0,B
90,39,16,8,4,1d8+4,1d6+4,39,17,6,3,1d10+4,1d8+4,10.0,A
91,41,18,7,4,1d8+4,1d8+4,31,18,8,4,1d12+4,1d8+4,1.0,A
92,40,18,6,3,1d8+4,1d6+4,42,15,7,4,1d10+4,1d6+4,0.0,B
93,46,16,5,3,1d10+4,1d6+4,43,16,5,4,1d8+4,1d8+4,6.0,A
94,47,16,8,5,1d12+4,1d8+4,30,14,7,5,1d8+4,1d8+4,2.0,A
95,41,17,8,5,1d12+4,1d8+4,44,17,6,5,1d8+4,1d6+4,1.0,A
96,36,16,8,4,1d10+4,1d8+4,44,14,5,4,1d8+4,1d6+4,3.0,A
97,33,18,7,5,1d10+4,1d6+4,46,18,7,5,1d8+4,1d8+4,1.0,B
98,38,15,6,4,1d12+4,1d6+4,35,14,6,4,1d12+4,1d8+4,7.0,A
99,46,18,6,3,1d10+4,1d8+4,34,17,8,5,1d10+4,1d8+4,7.0,A
100,43,18,8,3,1d12+4,1d8+4,47,14,8,4,1d10+4,1d6+4,8.0,A
101,33,18,6,5,1d10+4,1d6+4,36,14,5,3,1d8+4,1d6+4,3.0,A
102,40,17,8,4,1d8+4,1d8+4,41,17,8,5,1d12+4,1d8+4,6.0,A
103,46,18,6,4,1d8+4,1d6+4,30,14,8,4,1d10+4,1d6+4,6.0,A
104,50,14,7,3,1d12+4,1d6+4,36,17,5,4,1d12+4,1d6+4,2.0,A
105,36,15,6,3,1d12+4,1d6+4,33,14,6,4,1d10+4,1d6+4,8.0,A
106,38,18,7,5,1d10+4,1d8+4,42,15,7,5,1d10+4,1d6+4,5.0,B
107,37,16,6,4,1d8+4,1d6+4,35,14,5,4,1d10+4,1d8+4,4.0,A
108,35,14,5,5,1d8+4,1d8+4,49,17,7,5,1d10+4,1d8+4,5.0,B
109,44,16,8,3,1d12+4,1d6+4,48,16,6,5,1d10+4,1d8+4,7.0,A
110,31,17,7,3,1d8+4,1d6+4,35,16,7,4,1d10+4,1d6+4,10.0,A
111,49,15,8,3,1d10+4,1d6+4,50,17,7,3,1d12+4,1d8+4,1.0,B
112,33,14,6,4,1d8+4,1d6+4,33,14,5,4,1d10+4,1d6+4,6.0,A
113,44,15,6,5,1d12+4,1d6+4,45,17,5,5,1d8+4,1d6+4,6.0,A
114,38,17,6,4,1d8+4,1d8+4,36,15,7,3,1d12+4,1d6+4,6.0,B
115,47,15,8,5,1d10+4,1d6+4,50,18,7,5,1d10+4,1d6+4,5.0,B
116,36,18,8,4,1d10+4,1d6+4,42,18,7,3,1d10+4,1d8+4,7.0,A
117,34,16,5,3,1d8+4,1d8+4,30,14,5,5,1d8+4,1d8+4,0.0,B
118,44,17,6,5,1d8+4,1d8+4,40,17,7,5,1d8+4,1d8+4,4.0,B
119,40,14,5,5,1d8+4,1d6+4,46,18,6,5,1d10+4,1d8+4,6.0,B
120,38,14,7,4,1d12+4,1d8+4,39,14,5,3,1d10+4,1d6+4,0.0,A
121,32,17,6,3,1d8+4,1d6+4,44,15,6,3,1d10+4,1d8+4,3.0,A
122,41,15,8,5,1d8+4,1d6+4,47,17,7,3,1d12+4,1d8+4,7.0,B
123,32,15,5,3,1d12+4,1d6+4,37,16,6,5,1d8+4,1d6+4,8.0,A
124,33,18,6,5,1d8+4,1d6+4,50,16,7,4,1d10+4,1d6+4,2.0,B
125,30,17,7,4,1d10+4,1d8+4,37,17,7,3,1d10+4,1d8+4,7.0,A
126,46,15,7,3,1d8+4,1d8+4,33,16,7,5,1d10+4,1d6+4,0.0,A
127,36,16,7,3,1d12+4,1d6+4,36,14,5,4,1d12+4,1d6+4,9.0,A
128,31,18,7,3,1d8+4,1d6+4,42,18,6,4,1d10+4,1d8+4,0.0,B
129,30,18,7,3,1d12+4,1d8+4,37,14,7,5,1d12+4,1d6+4,6.0,A
130,32,16,6,4,1d12+4,1d8+4,47,14,7,3,1d12+4,1d8+4,3.0,B
131,31,14,5,3,1d12+4,1d8+4,30,15,5,3,1d10+4,1d6+4,5.0,B
132,39,14,5,5,1d12+4,1d6+4,41,17,6,3,1d10+4,1d8+4,7.0,A
133,33,17,6,4,1d8+4,1d8+4,44,15,6,5,1d12+4,1d6+4,6.0,B
134,43,14,8,3,1d12+4,1d6+4,40,14,8,4,1d10+4,1d8+4,0.0,B
135,35,17,5,3,1d10+4,1d8+4,38,16,7,5,1d8+4,1d8+4,7.0,B
136,31,16,5,4,1d8+4,1d8+4,30,15,8,4,1d12+4,1d6+4,0.0,B
137,45,17,7,5,1d8+4,1d6+4,41,16,5,4,1d8+4,1d6+4,8.0,A
138,47,18,6,4,1d8+4,1d6+4,50,14,5,5,1d12+4,1d6+4,5.0,A
139,35,15,5,4,1d12+4,1d8+4,34,15,6,3,1d12+4,1d8+4,1.0,B
140,33,18,5,3,1d12+4,1d8+4,49,16,8,4,1d10+4,1d6+4,4.0,B
141,48,18,6,4,1d10+4,1d6+4,40,18,7,3,1d8+4,1d6+4,0.0,A
142,40,17,8,4,1d10+4,1d8+4,40,18,5,5,1d8+4,1d8+4,3.0,A
143,42,14,6,3,1d8+4,1d6+4,33,15,8,3,1d8+4,1d8+4,0.0,A
144,42,15,5,5,1d10+4,1d6+4,49,17,5,5,1d8+4,1d6+4,5.0,A
145,41,14,7,3,1d12+4,1d6+4,31,18,7,5,1d10+4,1d6+4,3.0,A
146,31,14,8,3,1d8+4,1d6+4,41,14,8,5,1d10+4,1d6+4,1.0,B
147,50,14,8,5,1d12+4,1d6+4,32,17,8,4,1d10+4,1d8+4,1.0,A
148,40,15,8,5,1d8+4,1d6+4,46,14,5,3,1d12+4,1d8+4,2.0,A
149,39,17,6,4,1d8+4,1d8+4,43,15,6,4,1d10+4,1d6+4,10.0,B
150,41,16,6,5,1d10+4,1d8+4,46,18,6,5,1d8+4,1d6+4,10.0,B
151,42,18,7,4,1d8+4,1d6+4,37,15,7,5,1d12+4,1d8+4,6.0,B
152,42,17,6,3,1d12+4,1d8+4,44,16,6,4,1d10+4,1d6+4,2.0,A
153,40,17,6,3,1d8+4,1d6+4,48,15,8,4,1d12+4,1d6+4,8.0,A
154,41,16,7,5,1d12+4,1d8+4,47,14,7,3,1d12+4,1d8+4,10.0,A
155,44,15,5,5,1d12+4,1d6+4,44,15,5,3,1d10+4,1d8+4,2.0,A
156,48,17,6,4,1d8+4,1d6+4,43,15,8,3,1d10+4,1d8+4,8.0,A
157,37,17,5,4,1d12+4,1d8+4,32,16,8,5,1d12+4,1d6+4,0.0,A
158,34,15,7,5,1d12+4,1d6+4,40,18,8,3,1d12+4,1d8+4,1.0,A
159,35,16,8,4,1d12+4,1d8+4,36,14,5,4,1d12+4,1d6+4,1.0,A
160,34,17,8,3,1d8+4,1d8+4,45,18,5,5,1d12+4,1d6+4,0.0,A
161,44,15,8,4,1d8+4,1d8+4,31,15,8,5,1d10+4,1d8+4,1.0,B
162,37,14,5,5,1d8+4,1d8+4,34,18,7,4,1d10+4,1d6+4,6.0,B
163,33,14,6,4,1d12+4,1d8+4,32,15,8,5,1d12+4,1d8+4,5.0,B
164,49,17,6,5,1d8+4,1d8+4,48,17,6,3,1d12+4,1d8+4,1.0,A
165,35,16,7,5,1d12+4,1d6+4,45,16,8,4,1d12+4,1d8+4,3.0,B
166,42,16,8,3,1d10+4,1d6+4,34,18,8,5,1d8+4,1d6+4,0.0,A
167,50,16,7,4,1d8+4,1d8+4,44,15,6,5,1d10+4,1d6+4,10.0,B
168,50,17,6,5,1d8+4,1d6+4,45,18,5,3,1d10+4,1d6+4,2.0,B
169,42,16,8,4,1d10+4,1d6+4,42,16,6,4,1d8+4,1d6+4,6.0,A
170,38,16,7,5,1d8+4,1d6+4,41,16,8,3,1d8+4,1d8+4,7.0,A
171,32,18,6,4,1d10+4,1d6+4,49,17,6,4,1d8+4,1d8+4,5.0,B
172,46,17,6,3,1d10+4,1d8+4,46,16,8,5,1d8+4,1d8+4,0.0,B
173,38,17,7,3,1d12+4,1d8+4,38,17,6,5,1d8+4,1d8+4,10.0,A
174,36,17,8,4,1d10+4,1d8+4,46,15,7,3,1d8+4,1d8+4,5.0,B
175,49,15,6,4,1d8+4,1d6+4,34,14,5,4,1d10+4,1d8+4,0.0,B
176,47,15,6,3,1d8+4,1d8+4,35,17,8,4,1d10+4,1d8+4,8.0,B
177,38,15,8,3,1d12+4,1d8+4,37,14,6,5,1d12+4,1d8+4,6.0,B
178,37,16,7,5,1d10+4,1d6+4,50,16,6,3,1d12+4,1d6+4,3.0,B
179,41,18,6,3,1d8+4,1d8+4,50,18,6,4,1d8+4,1d6+4,0.0,A
180,39,14,8,4,1d12+4,1d6+4,50,17,6,5,1d10+4,1d8+4,6.0,B
181,44,18,8,3,1d10+4,1d8+4,47,15,6,5,1d10+4,1d8+4,1.0,B
182,35,14,5,4,1d10+4,1d8+4,47,17,8,3,1d12+4,1d6+4,8.0,B
183,38,17,7,5,1d8+4,1d6+4,35,18,8,3,1d8+4,1d8+4,2.0,B
184,36,14,6,4,1d8+4,1d6+4,32,18,8,3,1d12+4,1d6+4,5.0,B
185,32,15,8,5,1d10+4,1d8+4,34,17,7,5,1d8+4,1d8+4,8.0,A
186,41,16,6,4,1d12+4,1d8+4,36,14,8,3,1d8+4,1d8+4,8.0,A
187,47,15,6,4,1d8+4,1d8+4,38,16,7,5,1d12+4,1d6+4,3.0,A
188,32,15,5,5,1d12+4,1d8+4,44,16,7,4,1d12+4,1d6+4,3.0,B
189,41,17,8,5,1d10+4,1d8+4,32,15,5,4,1d10+4,1d8+4,8.0,A
190,39,17,5,4,1d12+4,1d6+4,30,15,5,4,1d10+4,1d8+4,1.0,A
191,31,16,5,5,1d10+4,1d8+4,39,17,6,3,1d10+4,1d8+4,1.0,A
192,46,17,5,3,1d8+4,1d8+4,39,17,7,4,1d8+4,1d6+4,3.0,A
193,41,15,5,3,1d10+4,1d6+4,43,18,5,5,1d8+4,1d6+4,1.0,B
194,31,17,6,3,1d10+4,1d8+4,39,16,6,3,1d10+4,1d6+4,2.0,A
195,31,14,5,4,1d12+4,1d8+4,39,17,6,5,1d12+4,1d6+4,7.0,B
196,31,14,6,3,1d8+4,1d6+4,44,17,8,5,1d12+4,1d8+4,3.0,B
197,38,15,5,5,1d12+4,1d8+4,46,15,7,4,1d10+4,1d8+4,10.0,A
198,42,16,6,5,1d8+4,1d8+4,30,18,7,4,1d8+4,1d6+4,10.0,A
199,38,17,8,4,1d10+4,1d8+4,41,18,5,5,1d8+4,1d8+4,7.0,B
200,43,14,5,4,1d12+4,1d8+4,37,15,7,3,1d10+4,1d8+4,1.0,A
201,45,18,8,5,1d12+4,1d6+4,45,15,7,4,1d10+4,1d8+4,5.0,A
202,36,18,6,3,1d12+4,1d8+4,41,17,8,3,1d8+4,1d8+4,0.0,A
203,48,15,5,4,1d10+4,1d6+4,42,17,5,4,1d12+4,1d6+4,8.0,B
204,39,17,8,5,1d10+4,1d6+4,37,17,5,3,1d12+4,1d6+4,7.0,A
205,35,17,8,3,1d8+4,1d6+4,39,15,5,4,1d12+4,1d8+4,0.0,B
206,42,18,5,5,1d10+4,1d8+4,30,16,8,5,1d8+4,1d6+4,10.0,A
207,49,17,8,3,1d8+4,1d6+4,49,18,5,5,1d12+4,1d8+4,8.0,A
208,41,18,6,3,1d12+4,1d8+4,37,14,5,5,1d8+4,1d8+4,10.0,A
209,38,15,5,5,1d8+4,1d8+4,41,15,6,5,1d8+4,1d6+4,5.0,A
210,40,16,7,4,1d12+4,1d6+4,34,17,7,5,1d8+4,1d6+4,5.0,A
211,47,17,5,5,1d10+4,1d6+4,36,15,7,4,1d10+4,1d8+4,8.0,A
212,50,16,7,3,1d10+4,1d6+4,31,15,8,3,1d10+4,1d6+4,3.0,B
213,43,18,8,5,1d8+4,1d8+4,32,14,7,5,1d8+4,1d6+4,7.0,A
214,36,14,7,3,1d8+4,1d8+4,36,15,8,5,1d12+4,1d8+4,9.0,B
215,31,14,6,5,1d10+4,1d8+4,32,16,6,5,1d12+4,1d8+4,2.0,A
216,37,15,8,4,1d10+4,1d6+4,30,16,5,3,1d12+4,1d6+4,0.0,A
217,37,17,6,5,1d10+4,1d8+4,42,14,8,3,1d10+4,1d8+4,0.0,B
218,32,15,5,4,1d12+4,1d8+4,44,16,7,5,1d10+4,1d6+4,4.0,B
219,48,16,8,5,1d10+4,1d6+4,47,17,6,4,1d12+4,1d6+4,5.0,A
220,43,16,6,5,1d8+4,1d6+4,33,14,8,4,1d8+4,1d6+4,0.0,A
221,34,17,8,3,1d12+4,1d8+4,48,18,6,4,1d8+4,1d6+4,9.0,A
222,43,18,6,5,1d8+4,1d6+4,34,16,7,5,1d10+4,1d8+4,10.0,A
223,48,18,6,5,1d8+4,1d8+4,45,18,5,3,1d8+4,1d6+4,2.0,A
224,32,15,7,4,1d12+4,1d6+4,31,17,5,5,1d8+4,1d6+4,9.0,A
225,34,16,6,3,1d12+4,1d6+4,30,17,6,5,1d12+4,1d8+4,5.0,B
226,47,16,6,5,1d12+4,1d6+4,40,17,5,3,1d8+4,1d6+4,3.0,A
227,45,15,6,5,1d10+4,1d6+4,37,15,6,3,1d12+4,1d6+4,8.0,B
228,36,16,6,5,1d12+4,1d6+4,34,16,5,5,1d12+4,1d8+4,1.0,B
229,45,18,7,3,1d8+4,1d6+4,45,14,8,4,1d10+4,1d6+4,0.0,A
230,32,17,5,3,1d8+4,1d6+4,32,18,8,5,1d8+4,1d8+4,8.0,B
231,37,14,6,4,1d8+4,1d8+4,49,15,8,4,1d10+4,1d6+4,3.0,B
232,42,16,5,3,1d8+4,1d6+4,47,14,8,3,1d10+4,1d8+4,7.0,B
233,39,14,8,4,1d10+4,1d8+4,30,14,8,5,1d8+4,1d8+4,4.0,A
234,39,15,5,4,1d10+4,1d8+4,41,15,5,5,1d8+4,1d8+4,8.0,B
235,39,15,5,5,1d10+4,1d8+4,47,18,6,5,1d8+4,1d6+4,8.0,B
236,35,18,5,3,1d10+4,1d6+4,33,17,5,4,1d8+4,1d8+4,2.0,A
237,49,15,7,5,1d8+4,1d8+4,44,15,7,5,1d12+4,1d6+4,9.0,B
238,48,14,8,3,1d10+4,1d6+4,45,18,8,3,1d10+4,1d6+4,5.0,B
239,44,17,7,5,1d12+4,1d8+4,31,14,8,4,1d12+4,1d8+4,1.0,A
240,37,16,5,4,1d8+4,1d8+4,41,16,5,5,1d12+4,1d6+4,5.0,B
241,38,15,5,4,1d10+4,1d6+4,30,17,5,5,1d12+4,1d8+4,9.0,A
242,30,14,6,5,1d8+4,1d6+4,44,15,6,3,1d10+4,1d6+4,6.0,B
243,50,17,7,5,1d10+4,1d8+4,34,18,6,5,1d8+4,1d6+4,5.0,A
244,31,15,6,3,1d10+4,1d6+4,30,18,5,4,1d10+4,1d8+4,4.0,A
245,36,15,6,3,1d12+4,1d8+4,41,16,7,4,1d10+4,1d8+4,7.0,B
246,50,16,7,3,1d8+4,1d8+4,31,17,6,5,1d8+4,1d8+4,10.0,A
247,44,17,6,4,1d8+4,1d8+4,41,15,8,3,1d12+4,1d8+4,3.0,B
248,40,14,6,5,1d10+4,1d8+4,38,18,7,4,1d12+4,1d6+4,9.0,B
249,41,16,8,3,1d10+4,1d6+4,32,18,6,5,1d10+4,1d6+4,7.0,B
250,43,17,5,4,1d12+4,1d6+4,48,14,5,3,1d8+4,1d6+4,8.0,A
251,41,14,8,4,1d10+4,1d6+4,36,16,6,5,1d8+4,1d6+4,7.0,A
252,35,14,8,4,1d8+4,1d8+4,36,15,8,5,1d10+4,1d6+4,4.0,B
253,35,17,7,5,1d8+4,1d8+4,38,15,7,5,1d12+4,1d8+4,2.0,A
254,45,17,5,5,1d10+4,1d6+4,37,15,7,4,1d8+4,1d6+4,8.0,A
255,41,18,6,5,1d12+4,1d6+4,40,17,7,3,1d8+4,1d8+4,9.0,A
256,41,16,8,4,1d8+4,1d8+4,45,17,6,5,1d8+4,1d8+4,6.0,A
257,39,14,6,5,1d12+4,1d6+4,43,16,7,5,1d12+4,1d6+4,0.0,B
258,43,14,8,4,1d12+4,1d6+4,42,18,7,3,1d12+4,1d6+4,10.0,B
259,30,18,5,5,1d8+4,1d8+4,31,15,7,3,1d12+4,1d6+4,0.0,A
260,50,14,8,5,1d8+4,1d8+4,31,17,7,5,1d12+4,1d8+4,9.0,B
261,47,14,7,4,1d10+4,1d8+4,50,14,8,4,1d8+4,1d8+4,10.0,B
262,42,16,5,5,1d10+4,1d6+4,31,15,7,3,1d8+4,1d8+4,3.0,A
263,49,15,5,4,1d8+4,1d8+4,30,18,5,3,1d10+4,1d6+4,4.0,B
264,31,15,7,3,1d8+4,1d8+4,30,18,6,3,1d10+4,1d8+4,0.0,B
265,42,16,6,5,1d8+4,1d6+4,40,17,8,3,1d12+4,1d6+4,5.0,A
266,39,14,5,5,1d8+4,1d6+4,48,18,5,5,1d12+4,1d8+4,6.0,B
267,46,15,6,5,1d8+4,1d8+4,48,17,6,5,1d8+4,1d8+4,5.0,B
268,41,18,6,3,1d8+4,1d6+4,33,17,5,5,1d10+4,1d8+4,2.0,B
269,38,15,8,5,1d12+4,1d6+4,43,15,6,5,1d8+4,1d6+4,0.0,B
270,33,15,6,4,1d10+4,1d8+4,38,18,5,4,1d12+4,1d8+4,7.0,B
271,47,16,8,5,1d8+4,1d8+4,38,18,8,5,1d12+4,1d8+4,1.0,B
272,37,15,6,5,1d8+4,1d6+4,46,14,8,4,1d8+4,1d8+4,1.0,B
273,39,18,6,3,1d8+4,1d8+4,32,15,8,5,1d12+4,1d8+4,8.0,A
274,48,18,7,5,1d12+4,1d6+4,31,17,5,4,1d12+4,1d8+4,7.0,A
275,48,15,7,4,1d10+4,1d8+4,42,15,5,3,1d10+4,1d8+4,6.0,B
276,46,17,7,4,1d10+4,1d8+4,46,16,5,3,1d8+4,1d8+4,2.0,A
277,34,17,5,4,1d8+4,1d8+4,34,17,5,4,1d10+4,1d6+4,4.0,B
278,33,16,8,5,1d8+4,1d6+4,49,14,8,4,1d10+4,1d8+4,7.0,B
279,46,16,6,4,1d10+4,1d8+4,39,18,7,3,1d8+4,1d6+4,3.0,A
280,50,17,5,4,1d8+4,1d8+4,35,17,7,4,1d10+4,1d6+4,7.0,B
281,33,18,8,4,1d10+4,1d8+4,31,16,7,4,1d10+4,1d6+4,8.0,A
282,42,14,7,5,1d8+4,1d6+4,48,17,6,4,1d8+4,1d8+4,9.0,A
283,30,15,6,5,1d8+4,1d6+4,49,18,6,3,1d12+4,1d6+4,8.0,A
284,32,14,7,4,1d8+4,1d6+4,41,18,5,4,1d10+4,1d8+4,8.0,A
285,32,17,6,4,1d10+4,1d6+4,43,15,8,5,1d10+4,1d6+4,4.0,A
286,40,14,5,3,1d10+4,1d8+4,39,18,8,3,1d12+4,1d8+4,0.0,B
287,47,15,5,5,1d8+4,1d6+4,30,18,5,5,1d10+4,1d6+4,5.0,A
