fight_id,A_hp,A_ac,A_attack_bonus,A_speed,A_dmg_main,A_dmg_backup,B_hp,B_ac,B_attack_bonus,B_speed,B_dmg_main,B_dmg_backup,starting_distance,winner
39,32,16,5,4,1d10+4,1d8+4,41,14,8,4,1d8+4,1d6+4,4.0,A
40,37,17,7,4,1d12+4,1d8+4,34,18,8,4,1d8+4,1d6+4,4.0,A
41,40,16,8,4,1d12+4,1d6+4,41,17,8,4,1d12+4,1d6+4,5.0,A
42,37,15,5,4,1d10+4,1d8+4,35,14,5,4,1d8+4,1d8+4,4.0,A
43,30,18,7,4,1d8+4,1d6+4,50,14,7,4,1d10+4,1d6+4,9.0,B
44,42,18,7,4,1d12+4,1d6+4,43,17,6,4,1d10+4,1d8+4,3.0,A
45,40,17,8,4,1d8+4,1d6+4,38,15,8,4,1d12+4,1d8+4,5.0,A
46,34,17,8,4,1d10+4,1d8+4,30,17,7,4,1d8+4,1d6+4,3.0,A
47,30,16,8,4,1d10+4,1d8+4,31,18,5,4,1d8+4,1d6+4,1.0,B
48,50,18,5,4,1d10+4,1d8+4,41,16,6,4,1d10+4,1d8+4,7.0,A
49,42,17,8,4,1d8+4,1d8+4,39,17,7,4,1d8+4,1d6+4,1.0,A
50,44,16,7,4,1d12+4,1d6+4,47,16,5,4,1d8+4,1d6+4,1.0,B
51,37,16,6,4,1d10+4,1d6+4,32,16,7,4,1d12+4,1d6+4,9.0,A
52,40,16,5,4,1d12+4,1d8+4,39,18,6,4,1d12+4,1d8+4,3.0,A
53,44,14,8,4,1d12+4,1d6+4,31,15,5,4,1d8+4,1d6+4,10.0,B
54,47,15,7,4,1d12+4,1d6+4,40,14,7,4,1d8+4,1d8+4,2.0,B
55,45,18,8,4,1d8+4,1d6+4,34,18,8,4,1d12+4,1d8+4,5.0,A
56,33,17,7,4,1d8+4,1d8+4,33,18,8,4,1d10+4,1d6+4,7.0,A
57,39,14,5,4,1d8+4,1d8+4,41,17,6,4,1d10+4,1d6+4,8.0,B
58,36,18,8,4,1d8+4,1d6+4,41,18,6,4,1d10+4,1d6+4,6.0,B
59,43,16,8,4,1d12+4,1d6+4,43,16,8,4,1d10+4,1d6+4,4.0,A
60,40,15,8,4,1d10+4,1d8+4,40,14,5,4,1d12+4,1d6+4,1.0,B
61,42,16,7,4,1d10+4,1d8+4,33,14,5,4,1d10+4,1d8+4,0.0,B
62,42,17,8,4,1d10+4,1d6+4,33,14,7,4,1d12+4,1d8+4,3.0,B
63,46,14,7,4,1d10+4,1d6+4,50,16,6,4,1d8+4,1d6+4,7.0,B
64,35,17,6,4,1d10+4,1d6+4,40,17,8,4,1d10+4,1d8+4,6.0,B
65,38,17,5,4,1d10+4,1d8+4,37,16,7,4,1d10+4,1d8+4,8.0,B
66,47,14,6,4,1d10+4,1d6+4,44,14,6,4,1d8+4,1d8+4,9.0,B
67,33,15,7,4,1d12+4,1d8+4,35,16,5,4,1d12+4,1d6+4,5.0,A
68,39,16,5,4,1d12+4,1d6+4,43,17,8,4,1d8+4,1d8+4,2.0,A
69,39,18,5,4,1d12+4,1d8+4,41,15,5,4,1d12+4,1d6+4,4.0,A
70,31,17,5,4,1d10+4,1d6+4,37,18,6,4,1d8+4,1d6+4,5.0,A
71,32,14,8,4,1d8+4,1d8+4,36,16,6,4,1d10+4,1d8+4,6.0,A
72,32,16,7,4,1d12+4,1d6+4,37,15,7,4,1d12+4,1d8+4,7.0,B
73,39,14,6,4,1d12+4,1d8+4,45,18,7,4,1d10+4,1d8+4,9.0,A
74,49,16,5,4,1d10+4,1d8+4,38,14,5,4,1d10+4,1d6+4,0.0,A
75,43,17,8,4,1d12+4,1d6+4,49,16,5,4,1d8+4,1d8+4,9.0,A
76,39,15,6,4,1d8+4,1d8+4,34,14,5,4,1d12+4,1d6+4,8.0,A
77,44,18,5,4,1d8+4,1d8+4,47,15,7,4,1d12+4,1d6+4,0.0,B
78,39,16,6,4,1d8+4,1d8+4,47,14,7,4,1d12+4,1d8+4,4.0,B
79,50,16,5,4,1d12+4,1d8+4,35,16,7,4,1d12+4,1d6+4,9.0,A
80,43,14,6,4,1d10+4,1d6+4,39,15,6,4,1d8+4,1d8+4,9.0,B
81,48,16,6,4,1d8+4,1d8+4,33,14,6,4,1d10+4,1d8+4,7.0,A
82,33,15,7,4,1d8+4,1d6+4,46,14,8,4,1d12+4,1d6+4,8.0,A
83,35,18,8,4,1d8+4,1d8+4,50,17,8,4,1d10+4,1d8+4,10.0,B
84,41,14,8,4,1d10+4,1d8+4,49,17,7,4,1d8+4,1d6+4,10.0,B
85,33,16,6,4,1d10+4,1d6+4,34,17,6,4,1d10+4,1d6+4,5.0,A
86,39,15,7,4,1d10+4,1d8+4,47,15,7,4,1d10+4,1d6+4,5.0,B
87,44,16,8,4,1d8+4,1d6+4,50,18,6,4,1d10+4,1d6+4,3.0,B
88,50,15,8,4,1d10+4,1d8+4,40,14,8,4,1d8+4,1d8+4,7.0,B
89,46,15,6,4,1d10+4,1d6+4,43,17,8,4,1d8+4,1d8+4,9.0,A
90,34,16,7,4,1d8+4,1d6+4,48,14,5,4,1d10+4,1d8+4,4.0,A
91,39,16,5,4,1d12+4,1d6+4,38,14,6,4,1d8+4,1d8+4,6.0,A
92,36,16,5,4,1d12+4,1d8+4,31,16,7,4,1d12+4,1d6+4,10.0,B
93,41,18,8,4,1d8+4,1d6+4,49,14,7,4,1d12+4,1d6+4,0.0,B
94,32,14,7,4,1d8+4,1d8+4,41,14,7,4,1d10+4,1d6+4,2.0,B
95,45,16,8,4,1d12+4,1d6+4,31,16,7,4,1d10+4,1d6+4,3.0,A
96,32,14,8,4,1d10+4,1d8+4,41,14,8,4,1d10+4,1d8+4,3.0,A
97,35,14,7,4,1d10+4,1d8+4,43,15,6,4,1d8+4,1d6+4,5.0,A
98,36,18,7,4,1d12+4,1d8+4,42,18,8,4,1d12+4,1d6+4,2.0,B
99,32,14,5,4,1d10+4,1d8+4,50,18,8,4,1d12+4,1d8+4,0.0,B
100,35,17,7,4,1d8+4,1d6+4,40,14,6,4,1d10+4,1d8+4,4.0,B
101,46,15,8,4,1d10+4,1d6+4,47,17,7,4,1d8+4,1d6+4,8.0,B
102,38,17,5,4,1d10+4,1d6+4,30,16,6,4,1d10+4,1d8+4,0.0,A
103,39,14,6,4,1d8+4,1d8+4,34,14,8,4,1d10+4,1d8+4,0.0,A
104,33,14,6,4,1d8+4,1d6+4,50,15,6,4,1d10+4,1d6+4,6.0,A
105,42,16,7,4,1d8+4,1d6+4,32,16,5,4,1d10+4,1d6+4,7.0,A
106,42,18,5,4,1d10+4,1d8+4,37,16,6,4,1d8+4,1d8+4,8.0,A
107,36,18,5,4,1d10+4,1d8+4,30,15,8,4,1d12+4,1d8+4,2.0,B
108,37,17,8,4,1d8+4,1d8+4,49,15,7,4,1d10+4,1d8+4,1.0,A
109,35,16,6,4,1d12+4,1d6+4,30,18,7,4,1d10+4,1d6+4,3.0,A
110,48,18,7,4,1d12+4,1d8+4,33,15,7,4,1d12+4,1d6+4,3.0,A
111,50,18,5,4,1d10+4,1d6+4,41,17,8,4,1d8+4,1d8+4,0.0,A
112,39,16,6,4,1d12+4,1d8+4,46,16,5,4,1d10+4,1d6+4,9.0,A
113,47,14,8,4,1d8+4,1d6+4,42,17,6,4,1d8+4,1d6+4,8.0,B
114,32,15,5,4,1d10+4,1d8+4,41,14,5,4,1d12+4,1d6+4,1.0,B
115,38,16,7,4,1d10+4,1d6+4,33,18,8,4,1d12+4,1d6+4,8.0,B
116,40,17,8,4,1d10+4,1d8+4,31,18,7,4,1d10+4,1d8+4,0.0,A
117,43,18,8,4,1d8+4,1d6+4,50,14,7,4,1d8+4,1d8+4,0.0,A
118,44,18,5,4,1d10+4,1d6+4,41,15,5,4,1d12+4,1d8+4,0.0,A
119,34,16,5,4,1d10+4,1d6+4,48,15,6,4,1d10+4,1d6+4,7.0,B
120,33,16,5,4,1d8+4,1d8+4,31,18,8,4,1d8+4,1d8+4,1.0,B
121,39,14,6,4,1d8+4,1d6+4,35,18,6,4,1d10+4,1d8+4,7.0,B
122,37,15,8,4,1d10+4,1d6+4,50,18,8,4,1d10+4,1d6+4,10.0,A
123,49,18,6,4,1d10+4,1d8+4,40,16,5,4,1d10+4,1d6+4,7.0,A
124,49,18,7,4,1d12+4,1d6+4,37,18,8,4,1d10+4,1d6+4,5.0,A
125,36,16,7,4,1d8+4,1d8+4,35,16,7,4,1d10+4,1d8+4,3.0,B
126,42,16,8,4,1d8+4,1d8+4,32,18,6,4,1d8+4,1d8+4,9.0,A
127,31,14,5,4,1d10+4,1d8+4,49,15,8,4,1d10+4,1d8+4,4.0,B
128,39,14,7,4,1d10+4,1d6+4,30,18,7,4,1d12+4,1d6+4,10.0,B
129,38,17,5,4,1d12+4,1d8+4,33,15,6,4,1d12+4,1d8+4,8.0,A
130,45,18,5,4,1d8+4,1d8+4,47,15,8,4,1d8+4,1d8+4,10.0,B
131,49,15,8,4,1d12+4,1d6+4,37,18,6,4,1d8+4,1d6+4,10.0,A
132,49,18,8,4,1d8+4,1d8+4,49,16,7,4,1d12+4,1d8+4,6.0,A
133,47,18,7,4,1d10+4,1d6+4,43,18,5,4,1d12+4,1d6+4,5.0,A
134,40,18,7,4,1d10+4,1d6+4,42,18,8,4,1d10+4,1d8+4,9.0,B
135,47,17,5,4,1d8+4,1d6+4,44,14,7,4,1d10+4,1d8+4,10.0,A
136,39,14,7,4,1d12+4,1d6+4,35,17,5,4,1d8+4,1d6+4,7.0,A
137,43,14,8,4,1d10+4,1d6+4,35,14,7,4,1d10+4,1d8+4,6.0,B
138,46,17,5,4,1d12+4,1d8+4,38,15,6,4,1d8+4,1d8+4,7.0,A
139,30,15,7,4,1d10+4,1d8+4,47,16,6,4,1d12+4,1d6+4,10.0,A
140,36,16,8,4,1d8+4,1d6+4,32,14,8,4,1d8+4,1d8+4,7.0,A
141,49,17,7,4,1d12+4,1d6+4,36,15,5,4,1d12+4,1d6+4,2.0,A
142,49,17,8,4,1d10+4,1d6+4,39,17,5,4,1d8+4,1d6+4,6.0,A
143,50,15,7,4,1d12+4,1d8+4,33,18,5,4,1d10+4,1d8+4,1.0,A
144,35,18,6,4,1d8+4,1d8+4,42,15,5,4,1d10+4,1d6+4,9.0,A
145,44,16,6,4,1d8+4,1d6+4,43,17,6,4,1d12+4,1d6+4,3.0,B
146,49,14,7,4,1d8+4,1d6+4,46,15,8,4,1d10+4,1d6+4,5.0,B
147,47,16,7,4,1d8+4,1d6+4,34,14,7,4,1d10+4,1d6+4,8.0,A
148,49,14,6,4,1d8+4,1d8+4,49,14,5,4,1d8+4,1d6+4,2.0,A
149,36,16,8,4,1d8+4,1d8+4,30,16,5,4,1d8+4,1d6+4,5.0,A
150,45,16,5,4,1d8+4,1d8+4,40,18,6,4,1d8+4,1d8+4,5.0,B
151,34,17,8,4,1d10+4,1d6+4,32,17,6,4,1d10+4,1d6+4,8.0,B
152,46,16,8,4,1d8+4,1d6+4,36,17,6,4,1d12+4,1d8+4,7.0,B
153,40,18,8,4,1d10+4,1d6+4,43,17,6,4,1d8+4,1d6+4,10.0,A
154,46,14,6,4,1d10+4,1d8+4,50,17,8,4,1d12+4,1d8+4,8.0,B
155,32,15,7,4,1d12+4,1d6+4,35,16,7,4,1d10+4,1d8+4,6.0,A
156,30,16,5,4,1d10+4,1d8+4,38,16,8,4,1d8+4,1d6+4,7.0,B
157,40,15,8,4,1d12+4,1d6+4,45,14,5,4,1d10+4,1d6+4,3.0,A
158,40,16,7,4,1d12+4,1d8+4,32,14,5,4,1d10+4,1d8+4,1.0,B
159,45,16,5,4,1d10+4,1d8+4,49,15,5,4,1d10+4,1d8+4,7.0,A
160,34,15,7,4,1d10+4,1d6+4,37,14,5,4,1d10+4,1d6+4,6.0,A
161,31,18,6,4,1d12+4,1d6+4,45,15,8,4,1d10+4,1d6+4,4.0,A
162,41,16,8,4,1d12+4,1d6+4,43,15,8,4,1d8+4,1d8+4,10.0,B
163,30,14,5,4,1d10+4,1d6+4,35,17,6,4,1d8+4,1d6+4,4.0,B
164,44,17,5,4,1d8+4,1d6+4,46,17,5,4,1d8+4,1d8+4,5.0,A
165,41,14,7,4,1d10+4,1d6+4,35,17,6,4,1d10+4,1d6+4,7.0,A
166,50,16,7,4,1d12+4,1d6+4,38,15,7,4,1d8+4,1d6+4,8.0,A
167,40,15,6,4,1d12+4,1d6+4,32,15,8,4,1d10+4,1d6+4,9.0,A
168,37,16,8,4,1d10+4,1d6+4,38,14,8,4,1d10+4,1d6+4,7.0,B
169,42,16,7,4,1d10+4,1d8+4,45,17,5,4,1d8+4,1d8+4,0.0,A
170,49,16,7,4,1d12+4,1d6+4,37,17,5,4,1d12+4,1d8+4,5.0,A
171,40,14,8,4,1d8+4,1d6+4,34,16,6,4,1d12+4,1d8+4,4.0,A
172,38,16,5,4,1d10+4,1d8+4,40,17,5,4,1d10+4,1d6+4,3.0,B
173,47,16,7,4,1d10+4,1d8+4,43,15,7,4,1d12+4,1d8+4,10.0,B
174,30,17,5,4,1d12+4,1d6+4,33,15,6,4,1d10+4,1d8+4,0.0,A
175,45,15,6,4,1d12+4,1d6+4,47,18,6,4,1d8+4,1d6+4,4.0,A
176,34,16,6,4,1d10+4,1d8+4,33,18,7,4,1d8+4,1d6+4,6.0,A
177,38,18,6,4,1d10+4,1d6+4,30,17,5,4,1d10+4,1d8+4,3.0,A
178,35,15,5,4,1d12+4,1d6+4,44,18,8,4,1d10+4,1d6+4,5.0,B
179,47,14,8,4,1d8+4,1d6+4,46,14,6,4,1d12+4,1d6+4,1.0,B
180,32,18,6,4,1d10+4,1d6+4,35,16,8,4,1d12+4,1d6+4,3.0,B
181,48,14,6,4,1d8+4,1d6+4,39,15,6,4,1d10+4,1d8+4,7.0,B
182,37,17,6,4,1d8+4,1d8+4,40,17,5,4,1d10+4,1d8+4,6.0,B
183,45,17,5,4,1d12+4,1d6+4,39,17,5,4,1d12+4,1d6+4,3.0,A
184,33,18,5,4,1d10+4,1d8+4,45,15,7,4,1d10+4,1d8+4,7.0,B
185,32,15,7,4,1d10+4,1d8+4,36,14,5,4,1d12+4,1d6+4,7.0,A
186,48,14,8,4,1d8+4,1d6+4,50,16,7,4,1d12+4,1d6+4,0.0,B
187,39,18,8,4,1d12+4,1d6+4,42,18,5,4,1d12+4,1d8+4,6.0,A
188,36,14,7,4,1d12+4,1d8+4,40,15,7,4,1d10+4,1d6+4,5.0,A
189,48,16,7,4,1d12+4,1d6+4,38,17,5,4,1d8+4,1d6+4,4.0,A
190,47,16,6,4,1d12+4,1d8+4,31,16,8,4,1d8+4,1d8+4,2.0,A
191,50,18,7,4,1d12+4,1d6+4,30,15,8,4,1d10+4,1d8+4,2.0,A
192,44,18,8,4,1d8+4,1d6+4,33,16,8,4,1d10+4,1d8+4,8.0,A
193,37,14,5,4,1d12+4,1d6+4,48,17,6,4,1d8+4,1d8+4,5.0,B
194,30,18,7,4,1d8+4,1d6+4,36,14,7,4,1d8+4,1d8+4,8.0,A
195,34,15,8,4,1d10+4,1d6+4,39,18,8,4,1d12+4,1d8+4,8.0,B
196,39,17,5,4,1d12+4,1d6+4,50,18,8,4,1d12+4,1d6+4,7.0,B
197,44,17,7,4,1d12+4,1d6+4,49,16,7,4,1d8+4,1d6+4,1.0,A
198,33,17,7,4,1d10+4,1d6+4,45,14,5,4,1d10+4,1d8+4,8.0,B
199,46,16,8,4,1d8+4,1d6+4,38,17,8,4,1d10+4,1d8+4,5.0,B
200,49,14,8,4,1d8+4,1d8+4,49,14,8,4,1d10+4,1d6+4,9.0,B
201,47,16,7,4,1d10+4,1d6+4,49,18,7,4,1d10+4,1d8+4,0.0,A
202,39,16,8,4,1d12+4,1d8+4,31,18,6,4,1d12+4,1d6+4,1.0,A
203,35,15,7,4,1d8+4,1d8+4,42,17,8,4,1d8+4,1d6+4,8.0,B
204,39,14,6,4,1d12+4,1d8+4,42,15,8,4,1d8+4,1d6+4,1.0,B
205,40,18,6,4,1d12+4,1d8+4,43,16,6,4,1d10+4,1d6+4,1.0,A
206,36,14,8,4,1d12+4,1d6+4,39,16,5,4,1d8+4,1d6+4,2.0,B
207,31,15,7,4,1d8+4,1d8+4,40,17,7,4,1d8+4,1d8+4,6.0,B
208,49,15,7,4,1d8+4,1d8+4,40,17,6,4,1d8+4,1d8+4,4.0,B
209,42,15,7,4,1d12+4,1d6+4,45,18,7,4,1d8+4,1d6+4,3.0,A
210,46,14,8,4,1d10+4,1d6+4,46,17,5,4,1d12+4,1d8+4,5.0,A
211,48,14,8,4,1d8+4,1d6+4,48,15,8,4,1d8+4,1d8+4,4.0,A
212,50,18,6,4,1d12+4,1d8+4,38,16,5,4,1d10+4,1d6+4,6.0,A
213,37,15,5,4,1d10+4,1d6+4,35,14,6,4,1d10+4,1d8+4,10.0,B
214,47,18,5,4,1d10+4,1d6+4,50,17,5,4,1d12+4,1d6+4,5.0,B
215,50,14,5,4,1d8+4,1d6+4,34,14,6,4,1d10+4,1d8+4,5.0,B
216,49,16,6,4,1d10+4,1d8+4,45,15,6,4,1d12+4,1d8+4,0.0,B
217,35,17,5,4,1d12+4,1d6+4,45,16,6,4,1d8+4,1d8+4,1.0,A
218,35,17,8,4,1d8+4,1d6+4,34,15,7,4,1d12+4,1d6+4,8.0,A
219,31,18,6,4,1d10+4,1d6+4,34,16,5,4,1d8+4,1d8+4,1.0,A
220,47,16,8,4,1d12+4,1d6+4,41,15,8,4,1d8+4,1d6+4,9.0,A
221,33,17,6,4,1d8+4,1d6+4,34,16,6,4,1d12+4,1d8+4,8.0,A
222,42,14,8,4,1d10+4,1d8+4,43,14,8,4,1d10+4,1d8+4,7.0,A
223,44,17,5,4,1d8+4,1d6+4,33,16,8,4,1d8+4,1d6+4,5.0,A
224,39,14,8,4,1d10+4,1d8+4,35,15,7,4,1d12+4,1d8+4,10.0,B
225,42,17,5,4,1d10+4,1d8+4,35,16,5,4,1d8+4,1d6+4,6.0,A
226,33,17,6,4,1d8+4,1d8+4,38,18,8,4,1d8+4,1d8+4,8.0,B
227,40,14,5,4,1d12+4,1d8+4,42,14,8,4,1d8+4,1d8+4,2.0,B
228,43,15,6,4,1d10+4,1d8+4,47,14,7,4,1d12+4,1d8+4,0.0,B
229,47,14,6,4,1d12+4,1d8+4,41,14,8,4,1d8+4,1d8+4,7.0,B
230,42,17,7,4,1d12+4,1d8+4,33,14,5,4,1d12+4,1d6+4,0.0,A
231,35,14,5,4,1d12+4,1d6+4,41,16,8,4,1d12+4,1d8+4,9.0,A
232,30,14,8,4,1d10+4,1d6+4,40,17,8,4,1d8+4,1d8+4,4.0,A
233,34,18,5,4,1d12+4,1d8+4,48,14,8,4,1d10+4,1d8+4,1.0,B
234,46,18,6,4,1d12+4,1d8+4,50,18,6,4,1d12+4,1d6+4,7.0,B
235,38,17,7,4,1d12+4,1d8+4,45,14,5,4,1d10+4,1d6+4,6.0,B
236,36,16,5,4,1d12+4,1d8+4,36,15,6,4,1d12+4,1d6+4,8.0,B
237,47,14,8,4,1d8+4,1d8+4,47,16,5,4,1d12+4,1d8+4,3.0,A
238,39,16,7,4,1d8+4,1d6+4,40,16,7,4,1d12+4,1d8+4,2.0,A
239,37,14,6,4,1d10+4,1d6+4,42,14,6,4,1d8+4,1d6+4,7.0,A
240,40,16,6,4,1d12+4,1d8+4,50,15,6,4,1d12+4,1d6+4,1.0,B
241,45,18,6,4,1d8+4,1d8+4,43,17,8,4,1d12+4,1d6+4,0.0,B
242,47,15,5,4,1d10+4,1d6+4,43,15,8,4,1d8+4,1d6+4,1.0,A
243,49,18,7,4,1d12+4,1d6+4,38,16,5,4,1d10+4,1d8+4,8.0,A
244,34,18,7,4,1d8+4,1d8+4,47,17,6,4,1d12+4,1d8+4,4.0,B
245,30,15,6,4,1d12+4,1d8+4,50,15,5,4,1d8+4,1d8+4,7.0,A
246,32,18,5,4,1d10+4,1d8+4,42,17,5,4,1d8+4,1d8+4,2.0,B
247,34,16,6,4,1d12+4,1d8+4,46,15,6,4,1d8+4,1d8+4,6.0,B
248,31,15,5,4,1d8+4,1d8+4,39,15,5,4,1d12+4,1d6+4,2.0,B
249,49,18,8,4,1d8+4,1d8+4,37,14,8,4,1d12+4,1d6+4,8.0,A
250,40,16,8,4,1d8+4,1d6+4,42,18,6,4,1d10+4,1d8+4,3.0,B
251,37,17,7,4,1d8+4,1d6+4,35,15,8,4,1d10+4,1d6+4,7.0,B
252,39,15,6,4,1d10+4,1d8+4,47,17,7,4,1d12+4,1d6+4,9.0,B
253,48,17,8,4,1d8+4,1d6+4,40,16,6,4,1d8+4,1d6+4,9.0,B
254,39,18,8,4,1d8+4,1d6+4,46,16,8,4,1d12+4,1d6+4,4.0,B
255,41,18,5,4,1d8+4,1d8+4,49,18,6,4,1d10+4,1d6+4,6.0,A
256,44,15,6,4,1d10+4,1d6+4,30,15,7,4,1d10+4,1d6+4,5.0,B
257,34,18,6,4,1d12+4,1d6+4,30,14,7,4,1d10+4,1d6+4,8.0,A
258,44,18,7,4,1d10+4,1d6+4,36,15,8,4,1d8+4,1d8+4,0.0,A
259,44,17,6,4,1d10+4,1d8+4,40,17,7,4,1d8+4,1d8+4,9.0,A
260,46,15,7,4,1d12+4,1d8+4,33,17,7,4,1d12+4,1d8+4,9.0,B
261,35,16,6,4,1d12+4,1d6+4,38,15,6,4,1d12+4,1d8+4,5.0,B
262,46,16,7,4,1d12+4,1d6+4,31,14,5,4,1d8+4,1d8+4,1.0,A
263,42,16,8,4,1d8+4,1d6+4,35,17,8,4,1d8+4,1d6+4,4.0,A
264,49,17,6,4,1d8+4,1d8+4,33,14,6,4,1d12+4,1d6+4,8.0,A
265,47,17,5,4,1d10+4,1d8+4,38,18,6,4,1d8+4,1d6+4,9.0,A
266,36,18,6,4,1d10+4,1d6+4,35,18,6,4,1d12+4,1d6+4,4.0,A
267,36,14,5,4,1d10+4,1d6+4,40,17,5,4,1d8+4,1d8+4,5.0,A
268,35,18,6,4,1d8+4,1d8+4,41,17,7,4,1d8+4,1d8+4,8.0,B
269,47,16,6,4,1d8+4,1d6+4,49,18,6,4,1d8+4,1d6+4,10.0,B
270,31,17,8,4,1d12+4,1d6+4,35,18,6,4,1d10+4,1d6+4,6.0,A
271,45,17,6,4,1d8+4,1d8+4,43,14,5,4,1d8+4,1d8+4,6.0,A
272,30,18,8,4,1d8+4,1d6+4,34,16,6,4,1d8+4,1d6+4,3.0,A
273,30,17,7,4,1d10+4,1d8+4,30,15,5,4,1d12+4,1d6+4,4.0,B
274,37,18,5,4,1d10+4,1d8+4,48,17,8,4,1d10+4,1d6+4,1.0,B
275,49,14,5,4,1d10+4,1d6+4,41,18,7,4,1d10+4,1d8+4,7.0,B
276,36,18,5,4,1d12+4,1d6+4,38,16,6,4,1d8+4,1d8+4,0.0,B
277,37,17,5,4,1d12+4,1d8+4,31,18,7,4,1d8+4,1d6+4,7.0,A
278,50,18,7,4,1d8+4,1d6+4,37,18,7,4,1d8+4,1d8+4,6.0,A
279,46,15,6,4,1d8+4,1d6+4,40,15,7,4,1d12+4,1d6+4,3.0,A
280,48,17,8,4,1d12+4,1d8+4,37,14,7,4,1d10+4,1d8+4,10.0,A
281,41,16,5,4,1d12+4,1d8+4,41,16,6,4,1d10+4,1d6+4,6.0,B
282,36,14,5,4,1d8+4,1d8+4,31,16,6,4,1d10+4,1d8+4,7.0,B
283,35,17,7,4,1d8+4,1d8+4,39,18,6,4,1d10+4,1d8+4,4.0,B
284,34,14,6,4,1d8+4,1d8+4,50,18,6,4,1d10+4,1d8+4,8.0,B
285,45,14,8,4,1d10+4,1d8+4,36,14,8,4,1d12+4,1d6+4,8.0,B
286,30,18,5,4,1d8+4,1d6+4,36,14,8,4,1d8+4,1d6+4,1.0,B
287,47,17,7,4,1d12+4,1d6+4,48,15,6,4,1d12+4,1d8+4,5.0,A
