fight_id,A_hp,A_ac,A_attack_bonus,A_speed,A_dmg_main,A_dmg_backup,B_hp,B_ac,B_attack_bonus,B_speed,B_dmg_main,B_dmg_backup,starting_distance,winner
113,30,15,5,5,1d10+4,1d8+4,30,18,5,5,1d10+4,1d8+4,6.0,A
114,32,15,7,4,1d12+4,1d6+4,30,17,7,5,1d8+4,1d8+4,5.0,B
115,50,18,5,5,1d10+4,1d6+4,35,14,5,3,1d10+4,1d8+4,10.0,A
116,30,16,6,4,1d10+4,1d8+4,40,18,8,3,1d8+4,1d6+4,3.0,B
117,31,17,6,5,1d8+4,1d6+4,39,14,5,3,1d8+4,1d6+4,9.0,A
118,48,14,6,3,1d8+4,1d6+4,30,15,5,4,1d10+4,1d8+4,5.0,A
119,40,14,7,3,1d8+4,1d8+4,36,18,6,4,1d8+4,1d8+4,9.0,A
120,33,16,8,3,1d12+4,1d8+4,49,17,8,5,1d8+4,1d8+4,5.0,B
121,47,16,8,5,1d12+4,1d6+4,49,18,6,5,1d10+4,1d8+4,7.0,B
122,41,16,8,5,1d12+4,1d8+4,38,18,8,3,1d10+4,1d6+4,8.0,B
123,43,16,8,4,1d12+4,1d6+4,49,16,6,3,1d8+4,1d8+4,5.0,B
124,46,15,7,3,1d8+4,1d8+4,41,16,8,3,1d10+4,1d8+4,9.0,B
125,31,16,8,5,1d12+4,1d6+4,31,18,8,3,1d12+4,1d8+4,0.0,B
126,33,16,8,5,1d12+4,1d8+4,37,14,5,5,1d10+4,1d6+4,4.0,A
127,49,18,8,5,1d12+4,1d8+4,49,16,5,5,1d10+4,1d6+4,2.0,A
128,46,14,8,3,1d10+4,1d6+4,31,16,6,5,1d8+4,1d8+4,4.0,A
129,35,17,7,3,1d12+4,1d6+4,34,18,7,5,1d10+4,1d8+4,9.0,B
130,30,18,6,3,1d8+4,1d8+4,50,15,5,4,1d12+4,1d6+4,6.0,B
131,38,18,6,5,1d12+4,1d8+4,31,17,7,3,1d12+4,1d6+4,0.0,A
132,33,15,7,3,1d8+4,1d6+4,46,15,7,4,1d8+4,1d6+4,6.0,A
133,40,17,7,4,1d10+4,1d6+4,34,16,8,3,1d12+4,1d8+4,8.0,A
134,47,14,6,5,1d10+4,1d8+4,43,16,5,3,1d8+4,1d8+4,0.0,B
135,37,18,6,5,1d12+4,1d6+4,39,16,5,4,1d8+4,1d6+4,10.0,A
136,38,18,8,5,1d8+4,1d8+4,50,17,6,4,1d8+4,1d8+4,2.0,B
137,46,14,7,3,1d12+4,1d6+4,35,18,8,3,1d12+4,1d6+4,1.0,A
138,42,16,7,4,1d10+4,1d6+4,34,15,6,5,1d10+4,1d6+4,6.0,A
139,30,18,7,5,1d12+4,1d6+4,36,17,7,5,1d8+4,1d6+4,7.0,A
140,45,18,5,4,1d10+4,1d8+4,45,15,8,3,1d8+4,1d6+4,6.0,A
141,37,18,7,3,1d8+4,1d6+4,50,16,7,4,1d10+4,1d6+4,0.0,A
142,40,16,8,5,1d8+4,1d8+4,31,16,5,5,1d10+4,1d6+4,3.0,A
143,34,18,8,4,1d10+4,1d6+4,33,15,5,5,1d8+4,1d8+4,1.0,B
144,49,18,6,4,1d12+4,1d8+4,42,17,5,4,1d12+4,1d6+4,9.0,A
145,33,15,6,3,1d12+4,1d6+4,36,14,6,4,1d8+4,1d8+4,9.0,A
146,45,17,7,3,1d12+4,1d8+4,49,17,8,4,1d12+4,1d6+4,4.0,B
147,38,16,8,4,1d8+4,1d8+4,43,18,8,4,1d12+4,1d8+4,2.0,B
148,49,18,5,3,1d10+4,1d6+4,43,17,5,5,1d10+4,1d8+4,8.0,A
149,42,18,6,4,1d8+4,1d6+4,34,15,7,3,1d10+4,1d6+4,4.0,B
150,35,17,8,5,1d10+4,1d8+4,41,16,5,4,1d8+4,1d8+4,7.0,A
151,40,16,7,3,1d8+4,1d8+4,39,17,5,4,1d8+4,1d6+4,10.0,B
152,49,18,7,4,1d8+4,1d8+4,42,16,8,5,1d12+4,1d6+4,8.0,B
153,46,17,6,4,1d10+4,1d6+4,41,18,5,3,1d8+4,1d6+4,6.0,A
154,46,14,8,4,1d10+4,1d8+4,34,17,7,3,1d8+4,1d6+4,6.0,B
155,34,15,5,5,1d8+4,1d6+4,37,16,6,4,1d12+4,1d8+4,6.0,A
156,40,18,7,4,1d8+4,1d6+4,32,15,5,4,1d12+4,1d6+4,5.0,B
157,37,15,6,5,1d8+4,1d6+4,48,16,7,3,1d12+4,1d8+4,3.0,B
158,39,16,7,5,1d8+4,1d6+4,34,16,8,4,1d12+4,1d8+4,0.0,B
159,46,17,6,3,1d12+4,1d6+4,39,18,6,3,1d8+4,1d6+4,1.0,B
160,39,18,6,3,1d8+4,1d6+4,32,14,5,5,1d12+4,1d6+4,9.0,B
161,44,17,8,5,1d8+4,1d6+4,39,16,6,3,1d8+4,1d8+4,3.0,A
162,34,17,6,4,1d12+4,1d8+4,31,18,5,5,1d8+4,1d8+4,6.0,A
163,50,16,7,4,1d10+4,1d8+4,49,14,8,4,1d12+4,1d6+4,10.0,B
164,46,15,7,4,1d12+4,1d8+4,39,14,6,3,1d8+4,1d6+4,0.0,A
165,47,18,7,5,1d10+4,1d8+4,41,15,8,4,1d8+4,1d6+4,9.0,A
166,46,14,7,5,1d8+4,1d8+4,42,16,6,3,1d12+4,1d6+4,9.0,A
167,50,14,6,5,1d12+4,1d6+4,43,14,6,3,1d12+4,1d6+4,0.0,A
168,38,14,8,4,1d12+4,1d8+4,48,17,8,3,1d8+4,1d6+4,3.0,A
169,36,16,7,4,1d12+4,1d8+4,47,15,8,3,1d12+4,1d6+4,10.0,A
170,35,18,7,5,1d12+4,1d8+4,48,17,7,5,1d10+4,1d6+4,2.0,B
171,31,18,8,4,1d12+4,1d8+4,40,17,6,3,1d8+4,1d8+4,10.0,B
172,49,18,7,3,1d8+4,1d6+4,45,17,5,5,1d12+4,1d8+4,3.0,A
173,36,14,6,5,1d8+4,1d6+4,45,14,8,3,1d10+4,1d8+4,3.0,B
174,41,14,6,4,1d10+4,1d6+4,32,15,6,5,1d8+4,1d6+4,3.0,B
175,48,18,6,4,1d10+4,1d6+4,45,18,7,3,1d10+4,1d6+4,1.0,B
176,34,16,6,3,1d12+4,1d8+4,37,17,6,3,1d12+4,1d6+4,7.0,B
177,33,16,5,5,1d12+4,1d8+4,42,15,7,4,1d12+4,1d6+4,5.0,B
178,44,14,5,5,1d10+4,1d8+4,50,18,5,3,1d8+4,1d6+4,5.0,A
179,35,15,6,4,1d10+4,1d6+4,38,16,7,5,1d10+4,1d8+4,5.0,B
180,50,14,8,3,1d8+4,1d6+4,38,17,7,4,1d8+4,1d8+4,3.0,B
181,48,14,7,5,1d8+4,1d8+4,36,17,7,3,1d8+4,1d6+4,0.0,A
182,33,18,6,4,1d12+4,1d8+4,46,15,6,5,1d12+4,1d6+4,10.0,A
183,35,17,7,5,1d12+4,1d6+4,43,17,8,5,1d10+4,1d6+4,2.0,B
184,38,18,7,4,1d12+4,1d6+4,34,14,6,5,1d8+4,1d8+4,10.0,B
185,33,18,8,3,1d10+4,1d8+4,34,16,6,4,1d12+4,1d6+4,4.0,A
186,47,16,7,5,1d12+4,1d6+4,44,15,7,4,1d10+4,1d8+4,3.0,A
187,48,15,5,4,1d12+4,1d6+4,47,17,8,5,1d12+4,1d6+4,1.0,B
188,30,15,7,3,1d12+4,1d8+4,30,15,8,4,1d8+4,1d6+4,6.0,B
189,36,15,8,4,1d10+4,1d8+4,50,16,8,5,1d12+4,1d8+4,1.0,B
190,46,16,8,3,1d8+4,1d8+4,41,16,6,4,1d10+4,1d8+4,9.0,A
191,48,18,7,5,1d10+4,1d6+4,34,17,6,3,1d10+4,1d6+4,1.0,A
192,37,17,6,5,1d8+4,1d6+4,37,14,8,5,1d12+4,1d6+4,2.0,A
193,45,18,5,4,1d12+4,1d6+4,48,16,6,3,1d10+4,1d6+4,6.0,A
194,44,18,6,4,1d12+4,1d6+4,50,17,6,3,1d10+4,1d6+4,0.0,B
195,42,18,5,4,1d10+4,1d6+4,32,14,8,5,1d12+4,1d8+4,3.0,A
196,40,15,5,3,1d10+4,1d6+4,48,14,6,4,1d8+4,1d6+4,2.0,B
197,50,15,7,5,1d8+4,1d6+4,40,18,8,3,1d10+4,1d6+4,2.0,A
198,42,18,7,5,1d12+4,1d8+4,37,16,6,5,1d10+4,1d6+4,6.0,A
199,46,14,8,4,1d8+4,1d6+4,48,15,6,4,1d12+4,1d6+4,0.0,B
200,42,18,8,4,1d8+4,1d8+4,32,18,7,5,1d12+4,1d6+4,0.0,B
201,34,15,7,4,1d8+4,1d6+4,45,15,7,3,1d8+4,1d8+4,7.0,A
202,34,17,7,4,1d8+4,1d6+4,48,16,8,4,1d12+4,1d8+4,6.0,B
203,35,14,7,5,1d12+4,1d8+4,49,16,7,3,1d10+4,1d8+4,6.0,A
204,42,15,8,3,1d12+4,1d6+4,30,14,8,4,1d10+4,1d6+4,6.0,A
205,49,15,6,5,1d8+4,1d8+4,31,15,5,4,1d8+4,1d8+4,2.0,A
206,37,15,7,4,1d8+4,1d8+4,41,16,6,5,1d12+4,1d8+4,8.0,B
207,36,14,5,4,1d12+4,1d6+4,36,14,6,4,1d8+4,1d6+4,9.0,A
208,47,16,8,5,1d8+4,1d8+4,32,17,5,3,1d12+4,1d8+4,3.0,A
209,31,17,6,3,1d8+4,1d6+4,33,15,7,3,1d10+4,1d8+4,0.0,B
210,46,15,6,3,1d10+4,1d8+4,36,17,5,3,1d8+4,1d8+4,10.0,B
211,45,16,7,5,1d10+4,1d6+4,34,18,8,5,1d10+4,1d6+4,7.0,A
212,30,18,6,5,1d12+4,1d6+4,43,16,8,5,1d12+4,1d8+4,1.0,B
213,43,17,6,3,1d8+4,1d6+4,40,14,7,3,1d10+4,1d8+4,6.0,A
214,40,16,5,5,1d10+4,1d8+4,42,18,8,4,1d10+4,1d6+4,4.0,B
215,50,18,7,5,1d12+4,1d6+4,36,14,6,5,1d12+4,1d8+4,0.0,A
216,44,18,7,4,1d10+4,1d8+4,42,16,7,3,1d12+4,1d6+4,3.0,A
217,42,17,7,5,1d8+4,1d6+4,33,14,7,4,1d10+4,1d6+4,4.0,A
218,48,14,5,5,1d10+4,1d8+4,50,14,5,5,1d10+4,1d6+4,4.0,B
219,47,16,7,3,1d10+4,1d6+4,37,17,7,3,1d12+4,1d6+4,7.0,A
220,36,16,8,5,1d12+4,1d8+4,48,15,6,4,1d8+4,1d6+4,3.0,A
221,42,16,5,3,1d12+4,1d8+4,41,17,5,3,1d8+4,1d6+4,2.0,A
222,31,17,7,3,1d12+4,1d6+4,32,17,6,3,1d10+4,1d6+4,9.0,B
223,48,15,7,5,1d12+4,1d8+4,35,18,5,4,1d12+4,1d6+4,2.0,A
224,33,18,5,5,1d10+4,1d8+4,36,14,7,4,1d10+4,1d8+4,2.0,A
225,49,17,8,4,1d8+4,1d6+4,31,15,8,3,1d8+4,1d6+4,10.0,A
226,38,17,7,3,1d8+4,1d8+4,49,16,7,3,1d12+4,1d8+4,1.0,B
227,38,16,5,5,1d12+4,1d8+4,46,18,5,4,1d8+4,1d8+4,8.0,A
228,49,15,6,5,1d8+4,1d6+4,50,17,7,4,1d12+4,1d6+4,4.0,B
229,37,15,7,5,1d12+4,1d6+4,48,18,8,5,1d10+4,1d8+4,6.0,B
230,44,18,7,3,1d10+4,1d6+4,37,17,7,5,1d10+4,1d8+4,6.0,B
231,42,14,5,3,1d10+4,1d8+4,32,15,8,4,1d12+4,1d6+4,2.0,B
232,49,16,5,5,1d10+4,1d6+4,34,16,7,4,1d10+4,1d6+4,4.0,B
233,36,16,6,5,1d8+4,1d6+4,34,18,7,5,1d10+4,1d8+4,10.0,A
234,31,15,8,3,1d10+4,1d8+4,34,15,8,5,1d12+4,1d8+4,8.0,A
235,30,14,5,4,1d8+4,1d8+4,46,17,8,3,1d8+4,1d8+4,9.0,B
236,32,15,8,3,1d12+4,1d8+4,39,17,6,4,1d8+4,1d8+4,9.0,B
237,41,14,6,5,1d12+4,1d6+4,47,14,5,5,1d10+4,1d8+4,8.0,A
238,45,14,6,4,1d12+4,1d8+4,40,17,8,5,1d10+4,1d8+4,2.0,B
239,33,14,6,5,1d8+4,1d8+4,36,14,8,4,1d10+4,1d8+4,2.0,A
240,49,16,7,3,1d8+4,1d8+4,41,18,7,5,1d12+4,1d8+4,3.0,B
241,44,14,7,5,1d10+4,1d8+4,48,14,6,3,1d12+4,1d6+4,3.0,A
242,50,17,8,3,1d10+4,1d8+4,32,17,6,4,1d12+4,1d6+4,2.0,A
243,49,15,8,4,1d8+4,1d6+4,39,18,7,5,1d12+4,1d6+4,3.0,A
244,35,16,8,5,1d10+4,1d8+4,46,15,5,4,1d10+4,1d6+4,1.0,B
245,40,16,7,5,1d8+4,1d8+4,38,17,8,5,1d12+4,1d6+4,6.0,B
246,50,15,7,3,1d8+4,1d6+4,50,17,7,3,1d10+4,1d6+4,7.0,A
247,48,16,6,3,1d12+4,1d8+4,33,15,5,3,1d10+4,1d8+4,5.0,A
248,37,16,6,3,1d10+4,1d6+4,36,18,5,4,1d8+4,1d6+4,2.0,B
249,39,16,5,4,1d8+4,1d8+4,40,16,7,3,1d10+4,1d6+4,10.0,B
250,48,18,5,5,1d12+4,1d6+4,35,16,8,5,1d8+4,1d6+4,7.0,A
251,30,14,5,3,1d12+4,1d6+4,37,18,6,4,1d10+4,1d6+4,6.0,B
252,44,18,5,3,1d8+4,1d8+4,41,14,7,3,1d10+4,1d6+4,0.0,A
253,49,14,7,3,1d10+4,1d6+4,33,16,8,4,1d10+4,1d6+4,3.0,A
254,50,18,7,3,1d8+4,1d6+4,42,16,7,3,1d12+4,1d6+4,8.0,A
255,32,17,6,3,1d8+4,1d6+4,43,14,7,4,1d8+4,1d8+4,5.0,B
256,47,15,8,4,1d10+4,1d8+4,42,14,7,5,1d12+4,1d8+4,2.0,A
257,30,15,6,5,1d12+4,1d8+4,46,18,7,3,1d8+4,1d8+4,3.0,B
258,32,17,5,5,1d12+4,1d8+4,45,14,6,4,1d12+4,1d8+4,1.0,B
259,46,16,7,4,1d8+4,1d6+4,47,18,7,3,1d10+4,1d8+4,3.0,A
260,39,16,8,4,1d8+4,1d8+4,43,14,6,3,1d8+4,1d8+4,5.0,A
261,45,14,5,3,1d10+4,1d6+4,42,17,7,5,1d8+4,1d6+4,5.0,A
262,40,14,6,3,1d8+4,1d6+4,32,17,8,3,1d10+4,1d8+4,6.0,B
263,32,17,7,5,1d10+4,1d6+4,33,14,7,3,1d12+4,1d8+4,8.0,A
264,49,15,7,3,1d8+4,1d8+4,34,18,8,3,1d12+4,1d8+4,3.0,B
265,30,16,5,3,1d8+4,1d6+4,45,17,6,4,1d8+4,1d8+4,1.0,B
266,34,16,8,5,1d10+4,1d8+4,49,17,8,4,1d10+4,1d6+4,5.0,B
267,46,14,5,5,1d10+4,1d6+4,44,16,7,5,1d10+4,1d8+4,3.0,B
268,42,18,5,3,1d8+4,1d8+4,35,14,6,4,1d8+4,1d8+4,8.0,A
269,43,15,5,5,1d10+4,1d6+4,36,18,5,3,1d10+4,1d8+4,0.0,A
270,48,15,7,4,1d8+4,1d6+4,30,18,7,3,1d10+4,1d6+4,1.0,B
271,46,15,6,5,1d10+4,1d6+4,40,18,5,4,1d8+4,1d6+4,8.0,B
272,45,18,7,5,1d12+4,1d6+4,30,18,5,5,1d12+4,1d6+4,10.0,A
273,48,17,7,5,1d12+4,1d6+4,39,15,8,3,1d8+4,1d8+4,4.0,A
274,47,18,7,3,1d10+4,1d8+4,31,15,7,4,1d10+4,1d6+4,8.0,A
275,32,14,5,4,1d10+4,1d8+4,47,14,7,3,1d12+4,1d6+4,6.0,B
276,33,17,7,5,1d8+4,1d8+4,39,16,5,5,1d12+4,1d8+4,0.0,A
277,32,17,5,4,1d12+4,1d8+4,38,14,7,4,1d10+4,1d6+4,7.0,A
278,39,18,8,3,1d12+4,1d8+4,50,17,7,5,1d10+4,1d8+4,5.0,B
279,49,16,7,5,1d8+4,1d6+4,39,14,6,3,1d8+4,1d6+4,1.0,A
280,36,16,8,3,1d10+4,1d6+4,40,16,5,5,1d8+4,1d6+4,2.0,A
281,34,16,5,3,1d12+4,1d6+4,49,16,8,5,1d10+4,1d6+4,10.0,B
282,40,18,8,4,1d12+4,1d8+4,39,16,8,5,1d12+4,1d8+4,2.0,B
283,39,14,8,3,1d12+4,1d6+4,49,18,8,3,1d12+4,1d8+4,0.0,B
284,46,17,6,5,1d12+4,1d6+4,33,17,5,4,1d12+4,1d8+4,1.0,A
285,42,14,7,3,1d12+4,1d6+4,45,15,6,3,1d10+4,1d8+4,9.0,A
286,48,17,6,5,1d10+4,1d6+4,36,18,6,4,1d10+4,1d8+4,4.0,A
287,34,17,6,4,1d12+4,1d8+4,30,16,7,5,1d10+4,1d8+4,0.0,A
